name,rating,reviews,category,address_lane1,phone,status,website,maps_url
New York Memory Center,4.2,,Adult day care center,199 14th St,,Closes soon · Opens 9 AM Tue,https://www.nymemorycenter.org/,https://www.google.com/maps/place/New+York+Memory+Center/data=!4m7!3m6!1s0x89c25afb4a90daeb:0xd081669a73059319!8m2!3d40.6670331!4d-73.9903768!16s%2Fg%2F1262ppw8t!19sChIJ69qQSvtawokRGZMFc5pmgdA?authuser=0&hl=en&rclk=1
"Inspired Memory Care, Inc.",5.0,,Consultant,130 Water St #3b,,Open · Closes 5 PM,http://www.inspiredmemorycare.com/,"https://www.google.com/maps/place/Inspired+Memory+Care,+Inc./data=!4m7!3m6!1s0x89c25a1623595ba5:0xf2a23814b9ed592f!8m2!3d40.7056884!4d-74.0071785!16s%2Fg%2F11clkxh0wm!19sChIJpVtZIxZawokRL1ntuRQ4ovI?authuser=0&hl=en&rclk=1"
Elm York Assisted Living,4.8,,Assisted living facility,100-30 Ditmars Blvd,,Open 24 hours,https://www.elmyork.com/,https://www.google.com/maps/place/Elm+York+Assisted+Living/data=!4m7!3m6!1s0x89c25f8decfda8f1:0xb063ba8a1752103a!8m2!3d40.7695148!4d-73.8700035!16s%2Fg%2F1tn4z260!19sChIJ8aj97I1fwokROhBSF4q6Y7A?authuser=0&hl=en&rclk=1
Atria Riverdale,4.0,,Assisted living facility,3718-3726 Henry Hudson Pkwy,,Open 24 hours,https://www.atriaseniorliving.com/retirement-communities/atria-riverdale-bronx-ny/?utm_source=GMB&utm_medium=Birdeye,https://www.google.com/maps/place/Atria+Riverdale/data=!4m7!3m6!1s0x89c2f3b8d0c8b5e5:0xab0e404e22637b49!8m2!3d40.8882613!4d-73.9100234!16s%2Fg%2F1tksp8x_!19sChIJ5bXI0LjzwokRSXtjIk5ADqs?authuser=0&hl=en&rclk=1
United Hebrew Senior Living: Memory Care at Willow Gardens,3.8,,Assisted living facility,60 Willow Dr,,Open 24 hours,http://www.willowgardens.org/,https://www.google.com/maps/place/United+Hebrew+Senior+Living:+Memory+Care+at+Willow+Gardens/data=!4m7!3m6!1s0x89c28dbba325f4e1:0x4eead138377b65!8m2!3d40.8975203!4d-73.7796529!16s%2Fg%2F11cr__742m!19sChIJ4fQlo7uNwokRZXs3ONHqTgA?authuser=0&hl=en&rclk=1
Alvita Home Care,4.6,,Home health care service,231 West 29th Street,,Open 24 hours,/aclk?sa=L&ai=DChsSEwiO2eT3gYqVAxXlD3sHHRfdBjAYACICCAEQAhoCdG0&co=1&ase=2&gclid=EAIaIQobChMIjtnk94GKlQMV5Q97Bx0X3QYwEBAYASAAEgLTS_D_BwE&cid=CAASuwHkaEODeiUtQ9p7YbQCcmr1ZPixkn6WWD88WxQnlRRGwA2mu-IeRHjVKclwx8htqAYXIFHXPAIhYZBKVuPcbitiYs5bhiLVBbZfFkjIgPwOEt2o23ZvigzVIIPtC9VUvcvV0zpvWW1LVNUIF7ODEwkkvMpulHmzojqYJSEbl7m2oscFoD-Ba4P1-usjA3vpA5MbwdcsahGpCL_6UDxqZqQ5NvCTPDT1m2fIc_GzUiQZag9qqlP89K5J4bPl&cce=2&category=acrcp_v1_32&sig=AOD64_1CiL-ngaFD-PUxy1EY0Z2oSkyrIA&adurl&q&ctype=99&nis=6,https://www.google.com/maps/place/Alvita+Home+Care/data=!4m7!3m6!1s0x89c259a66c309b45:0xa515f789e2bc07a3!8m2!3d40.748574!4d-73.994166!16s%2Fg%2F11cn0pqhhg!19sChIJRZswbKZZwokRowe84on3FaU?authuser=0&hl=en&rclk=1
The Waterford on the Bay Senior Living,4.4,,Assisted living facility,2900 Bragg St,,Open 24 hours,http://www.thewaterfordonthebay.com/,https://www.google.com/maps/place/The+Waterford+on+the+Bay+Senior+Living/data=!4m7!3m6!1s0x89c24380d5051fe9:0xc0c899499c9064e8!8m2!3d40.5836824!4d-73.9333222!16s%2Fg%2F1tk1nx6c!19sChIJ6R8F1YBDwokR6GSQnEmZyMA?authuser=0&hl=en&rclk=1
Amber Court of Pelham Gardens,4.3,,Assisted living facility,1800 Waring Ave,,Open 24 hours,https://www.ambercourtal.com/,https://www.google.com/maps/place/Amber+Court+of+Pelham+Gardens/data=!4m7!3m6!1s0x89c28cae455b901d:0xc76c664074a77b83!8m2!3d40.8603419!4d-73.8339104!16s%2Fg%2F1tjxgl2s!19sChIJHZBbRa6MwokRg3undEBmbMc?authuser=0&hl=en&rclk=1
Long Island Living Center,4.2,,Assisted living facility,4-31 Beach 20th St,,Open · Closes 5 PM,http://livingcenteralp.com/,https://www.google.com/maps/place/Long+Island+Living+Center/data=!4m7!3m6!1s0x89c268a9496431b1:0xfdb76e1516df94e0!8m2!3d40.5992314!4d-73.7544026!16s%2Fg%2F1twy_gqf!19sChIJsTFkSalowokR4JTfFhVut_0?authuser=0&hl=en&rclk=1
Ciel on the Hudson,4.5,,Assisted living facility,537 Riverdale Ave,,Open 24 hours,https://cielseniorliving.com/hudson/?utm_campaign=gmb,https://www.google.com/maps/place/Ciel+on+the+Hudson/data=!4m7!3m6!1s0x89c2f24519a9073b:0x22bd8141e451330e!8m2!3d40.9137458!4d-73.9032599!16s%2Fg%2F1tqnmkqc!19sChIJOwepGUXywokRDjNR5EGBvSI?authuser=0&hl=en&rclk=1
