name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Victory Woods (Seniors 62+),2.3,,Apartment building,22611 Franklin Delano Roosevelt Blvd,,Closed · Opens 8 AM Tue,https://www.victoryhousing.org/victory-woods/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,https://www.google.com/maps/place/Victory+Woods+%28Seniors+62%2B%29/data=!4m7!3m6!1s0x89b9df5f2c89744d:0x89ec7d78e6857517!8m2!3d38.279069!4d-76.4741471!16s%2Fg%2F1tf1cn9y!19sChIJTXSJLF_fuYkRF3WF5nh97Ik?authuser=0&hl=en&rclk=1
Lexington House Apartments,4.1,,Apartment building,130 Houston St,,Closed · Opens 9 AM Tue,https://www.lexingtonhouse.monroegroup.com/,https://www.google.com/maps/place/Lexington+House+Apartments/data=!4m7!3m6!1s0x884ccb95d120bc85:0xe3402232262e68f5!8m2!3d37.7774627!4d-79.4417937!16s%2Fg%2F1v_0kfk0!19sChIJhbwg0ZXLTIgR9WguJjIiQOM?authuser=0&hl=en&rclk=1
Borden Health Center,4.5,,Nursing home,170 Kendal Dr,,Open 24 hours,http://kalex.kendal.org/,https://www.google.com/maps/place/Borden+Health+Center/data=!4m7!3m6!1s0x884ccbdd1d6c9727:0x8a8743c9e336fe27!8m2!3d37.7813451!4d-79.4605765!16s%2Fg%2F1vg4khch!19sChIJJ5dsHd3LTIgRJ_4248lDh4o?authuser=0&hl=en&rclk=1
Lansdowne Heights,4.9,,Assisted living facility,19520 Sandridge Way,,Open 24 hours,https://lansdowneheights.com/,https://www.google.com/maps/place/Lansdowne+Heights/data=!4m7!3m6!1s0x89b63d5c45b0cf39:0xb6d6211b6d387f01!8m2!3d39.0752494!4d-77.4817815!16s%2Fg%2F11j1khj_22!19sChIJOc-wRVw9tokRAX84bRsh1rY?authuser=0&hl=en&rclk=1
Meadow Glen of Leesburg,4.3,,Assisted living facility,315 Dry Mill Rd SW,,Open 24 hours,http://www.meadowglen.net/,https://www.google.com/maps/place/Meadow+Glen+of+Leesburg/data=!4m7!3m6!1s0x89b617cc5f516c4f:0x45cc48d625b9fe7c!8m2!3d39.1123145!4d-77.5774573!16s%2Fg%2F1tdy9yz7!19sChIJT2xRX8wXtokRfP65JdZIzEU?authuser=0&hl=en&rclk=1
The Kensington Reston,4.8,,Assisted living facility,11501 Sunrise Valley Dr,,,https://kensingtonreston.com/,https://www.google.com/maps/place/The+Kensington+Reston/data=!4m7!3m6!1s0x89b649d7f5d94137:0x74d763f21f82ce54!8m2!3d38.9446385!4d-77.3448839!16s%2Fg%2F11fx0dz7wy!19sChIJN0HZ9ddJtokRVM6CH_Jj13Q?authuser=0&hl=en&rclk=1
Independence Homes,4.6,,Social services organization,3057 N Cleveland Rd,,Closed · Opens 8 AM Tue,http://independencehomes.net/,https://www.google.com/maps/place/Independence+Homes/data=!4m7!3m6!1s0x88424e0b01d71f6d:0x1aa04c55bdd26a52!8m2!3d38.0311889!4d-84.3566741!16s%2Fg%2F1tfw3qp1!19sChIJbR_XAQtOQogRUmrSvVVMoBo?authuser=0&hl=en&rclk=1
Independence Place,3.7,,Social services organization,870 Corporate Dr #200,,Closed · Opens 9 AM Tue,http://www.independenceplaceky.org/,https://www.google.com/maps/place/Independence+Place/data=!4m7!3m6!1s0x884244a141afb8cd:0x54e10227477f9044!8m2!3d38.0118648!4d-84.5540529!16s%2Fg%2F11clvh327l!19sChIJzbivQaFEQogRRJB_RycC4VQ?authuser=0&hl=en&rclk=1
Lexington Square,3.2,,Apartment complex,100 Lakeshore Dr,,Closed · Opens 8:30 AM Tue,https://www.livelexingtonsquare.com/,https://www.google.com/maps/place/Lexington+Square/data=!4m7!3m6!1s0x884245abc561be0f:0x5b30d1c7ce556a2c!8m2!3d38.0188017!4d-84.4668144!16s%2Fg%2F1w4568yc!19sChIJD75hxatFQogRLGpVzsfRMFs?authuser=0&hl=en&rclk=1
Comfort Independent Living,4.8,,Home health care service,126 Langley Dr,,Closed · Opens 8 AM Tue,https://comfortindependentliving.com/,https://www.google.com/maps/place/Comfort+Independent+Living/data=!4m7!3m6!1s0x88425b8b1d2a3587:0x4ca3e688d58a9b04!8m2!3d37.9533788!4d-84.5296159!16s%2Fg%2F11c1xg5492!19sChIJhzUqHYtbQogRBJuK1Yjmo0w?authuser=0&hl=en&rclk=1
The Silks Club,5.0,,Housing association,3330 Versailles Rd,,,http://www.thesilksclub.com/,https://www.google.com/maps/place/The+Silks+Club/data=!4m7!3m6!1s0x884243cc2aa5c93f:0xb9912a7e4f5d049e!8m2!3d38.0420761!4d-84.5742492!16s%2Fg%2F11j5kk5zrt!19sChIJP8mlKsxDQogRngRdT34qkbk?authuser=0&hl=en&rclk=1
Hub Lexington,4.1,,Student housing center,500 S Upper St,,Closes soon · Opens 10 AM Tue,https://huboncampus.com/lexington/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB&switch_cls[id]=66734,https://www.google.com/maps/place/Hub+Lexington/data=!4m7!3m6!1s0x8842458c30ce4f23:0x7d8fb3765c503117!8m2!3d38.042912!4d-84.50353!16s%2Fg%2F11gk_j5rgx!19sChIJI0_OMIxFQogRFzFQXHazj30?authuser=0&hl=en&rclk=1
The Willows at Citation - Memory Care,,,Aged care,1376 Silver Springs Dr,,Open 24 hours,https://trilogyhs.com/senior-living/ky/lexington/the-willows-at-citation/care-options/memory-care/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_id=memory,https://www.google.com/maps/place/The+Willows+at+Citation+-+Memory+Care/data=!4m7!3m6!1s0x88424520512630bf:0x36f81f1a2aecba6e!8m2!3d38.0828244!4d-84.4827404!16s%2Fg%2F11vz7jhlm7!19sChIJvzAmUSBFQogRbrrsKhof-DY?authuser=0&hl=en&rclk=1
Stonewall Terrace,4.6,,Apartment complex,1824 Hill Rise Dr suite 200,,,https://avolky.org/stonewall-terrace/,https://www.google.com/maps/place/Stonewall+Terrace/data=!4m7!3m6!1s0x884243a53b01b585:0x9bba6a646d1cfa1!8m2!3d38.0462817!4d-84.5378653!16s%2Fg%2F11k3m6zjhh!19sChIJhbUBO6VDQogRoc_RRqamuwk?authuser=0&hl=en&rclk=1
Victory House Transitional Living,4.4,,Addiction treatment center,561 Breckenridge St,,Closed · Opens 8:30 AM Tue,http://www.victoryhousetransitionalliving.com/,https://www.google.com/maps/place/Victory+House+Transitional+Living/data=!4m7!3m6!1s0x8842454ada4adee5:0xd17bf1246e402aae!8m2!3d38.047774!4d-84.4765613!16s%2Fg%2F11twnk260v!19sChIJ5d5K2kpFQogRripAbiTxe9E?authuser=0&hl=en&rclk=1
Continental Towers,3.6,,Apartment building,2121 Nicholasville Rd,,,https://www.ctclex.com/,https://www.google.com/maps/place/Continental+Towers/data=!4m7!3m6!1s0x88425b5758b4bac5:0xcbfc047af28b2ae2!8m2!3d38.0097143!4d-84.5179559!16s%2Fg%2F11g8cw5_r_!19sChIJxbq0WFdbQogR4iqL8noE_Ms?authuser=0&hl=en&rclk=1
