name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Windsor Run Senior Living Community,3.8,,Retirement community,2030 Windsor Run Ln,,Closes soon · Opens 9 AM Tue,https://www.ericksonliving.com/windsor-run,https://www.google.com/maps/place/Windsor+Run+Senior+Living+Community/data=!4m7!3m6!1s0x88542681965bab45:0x35567055eac9be25!8m2!3d35.0844554!4d-80.7222253!16s%2Fg%2F11clfskd4l!19sChIJRatbloEmVIgRJb7J6lVwVjU?authuser=0&hl=en&rclk=1
Matthews Glen,4.3,,Retirement community,733 Pavilion View Dr,,Closes soon · Opens 9 AM Tue,https://www.actsretirement.org/communities/north-carolina/matthews-glen-matthews/,https://www.google.com/maps/place/Matthews+Glen/data=!4m7!3m6!1s0x885426b0542b802b:0x8a0c52c743af5c33!8m2!3d35.1148445!4d-80.7350431!16s%2Fg%2F1w4f8tff!19sChIJK4ArVLAmVIgRM1yvQ8dSDIo?authuser=0&hl=en&rclk=1
The Manor,4.6,,Retirement community,12930 Dorman Rd,,Closes soon · Opens 10 AM Tue,http://www.manorcharlotte.com/,https://www.google.com/maps/place/The+Manor/data=!4m7!3m6!1s0x88569cbd9be542dd:0x3856336dfeebf790!8m2!3d35.0688744!4d-80.8846824!16s%2Fg%2F1hdzgv3gh!19sChIJ3ULlm72cVogRkPfr_m0zVjg?authuser=0&hl=en&rclk=1
Cogir at Austin Village,4.6,,Retirement community,980 Chestnut Ln,,Open · Closes 7:30 PM,https://cogirusa.com/communities/cogir-of-austin-village/,https://www.google.com/maps/place/Cogir+at+Austin+Village/data=!4m7!3m6!1s0x885425b6a3cd2107:0x369f0f86611152a4!8m2!3d35.0707511!4d-80.6948547!16s%2Fg%2F11mqjx00k8!19sChIJByHNo7YlVIgRpFIRYYYPnzY?authuser=0&hl=en&rclk=1
The Dorchester & Manor,4.7,,Apartment complex,12920 Dorman Rd,,Closes soon · Opens 10 AM Tue,https://www.thedorchestermanor.com/?utm_source=GPB&utm_medium=organic,https://www.google.com/maps/place/The+Dorchester+%26+Manor/data=!4m7!3m6!1s0x88569c9629d3eeb3:0x82bf97169adb82ee!8m2!3d35.0690964!4d-80.8835594!16s%2Fg%2F1vxvjkml!19sChIJs-7TKZacVogR7oLbmhaXv4I?authuser=0&hl=en&rclk=1
Prosperity Creek Seniors,4.3,,Apartment building,3705 Prosperity Church Rd,,Closes soon · Opens 8 AM Tue,http://www.prosperitycreekseniors.com/,https://www.google.com/maps/place/Prosperity+Creek+Seniors/data=!4m7!3m6!1s0x88541d063c8c3e13:0x6baf62cbcde1acb3!8m2!3d35.3483617!4d-80.7757584!16s%2Fg%2F1td20zg0!19sChIJEz6MPAYdVIgRs6zhzctir2s?authuser=0&hl=en&rclk=1
waltonwood providence,4.5,,Retirement community,5039 Providence Country Club Dr,,,https://www.waltonwood.com/senior-living/nc/charlotte/waltonwood-providence/,https://www.google.com/maps/place/waltonwood+providence/data=!4m7!3m6!1s0x8854276612e2ac41:0x963e4275618aa8a4!8m2!3d35.0464557!4d-80.7679901!16s%2Fg%2F11h3kx1b63!19sChIJQaziEmYnVIgRpKiKYXVCPpY?authuser=0&hl=en&rclk=1
Barringer Gardens | An RHF Community,3.3,,Retirement community,2741 Dr Carver Rd,,Closes soon · Opens 9 AM Tue,http://www.rhf.org/location/barringer-gardens/,https://www.google.com/maps/place/Barringer+Gardens+%7C+An+RHF+Community/data=!4m7!3m6!1s0x88569f50ed28a54b:0x1f3cf315319d2510!8m2!3d35.2148702!4d-80.8889323!16s%2Fg%2F11b8_fst3c!19sChIJS6Uo7VCfVogRECWdMRXzPB8?authuser=0&hl=en&rclk=1
Connery on Providence,5.0,,Apartment building,4520 Shady Stream Wy,,Open · Closes 6 PM,https://conneryclt.com/?utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/Connery+on+Providence/data=!4m7!3m6!1s0x885427ecd93a4803:0x4f1b919c79993412!8m2!3d35.1238853!4d-80.7820397!16s%2Fg%2F11v08pzlkf!19sChIJA0g62ewnVIgREjSZeZyRG08?authuser=0&hl=en&rclk=1
Evoke Living at Eastland Yards,4.4,,Apartment complex,7024 Farrell Parlour Ln,,Closes soon · Opens 9 AM Tue,https://evokeeastlandyards.com/,https://www.google.com/maps/place/Evoke+Living+at+Eastland+Yards/data=!4m7!3m6!1s0x885421adb35a3d01:0xf9e1ba7117fb3cee!8m2!3d35.2097497!4d-80.7542759!16s%2Fg%2F11whzyjzpy!19sChIJAT1as60hVIgR7jz7F3G64fk?authuser=0&hl=en&rclk=1
The Legacy at Carr Heights,4.6,,Apartment complex,2462 West Blvd,,Closes soon · Opens 9 AM Tue,https://www.legacyatcarrheights.com/?utm_knock=g,https://www.google.com/maps/place/The+Legacy+at+Carr+Heights/data=!4m7!3m6!1s0x88569f7e95148259:0x9c10d03efc48d880!8m2!3d35.2111161!4d-80.9034585!16s%2Fg%2F11vcxvvy56!19sChIJWYIUlX6fVogRgNhI_D7QEJw?authuser=0&hl=en&rclk=1
