name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Springmoor Life Care Retirement Community,4.4,,Retirement community,1500 Sawmill Rd,,Open 24 hours,http://www.springmoor.org/,https://www.google.com/maps/place/Springmoor+Life+Care+Retirement+Community/data=!4m7!3m6!1s0x89acf7ec73811c0f:0xf2142ff476f27884!8m2!3d35.8839943!4d-78.6757512!16s%2Fg%2F1tm69tj6!19sChIJDxyBc-z3rIkRhHjydvQvFPI?authuser=0&hl=en&rclk=1
Preston Pointe,4.8,,Retirement community,1995 NW Cary Pkwy,,Open · Closes 8 PM,http://www.prestonpointe.com/,https://www.google.com/maps/place/Preston+Pointe/data=!4m7!3m6!1s0x89acf23ed837e3d5:0xae40517b3b3c864a!8m2!3d35.8077126!4d-78.8105299!16s%2Fg%2F12hldmg66!19sChIJ1eM32D7yrIkRSoY8O3tRQK4?authuser=0&hl=en&rclk=1
Bartlett Reserve,4.7,,Retirement community,300 Meredith Dr,,Open 24 hours,https://www.bartlettreserve.com/,https://www.google.com/maps/place/Bartlett+Reserve/data=!4m7!3m6!1s0x89acef6b5a2c102d:0x5de319d2acd4e1e2!8m2!3d35.900249!4d-78.8995606!16s%2Fg%2F124yd22jn!19sChIJLRAsWmvvrIkR4uHUrNIZ410?authuser=0&hl=en&rclk=1
Corbinton Living active adult communities,4.3,,Retirement community,3633 Harden Rd Suite 102,,Open · Closes 7 PM,https://corbintonliving.com/,https://www.google.com/maps/place/Corbinton+Living+active+adult+communities/data=!4m7!3m6!1s0x89acf537251cd671:0xf2085feb47bdd5fd!8m2!3d35.8127717!4d-78.7022013!16s%2Fg%2F11q_3gt2hm!19sChIJcdYcJTf1rIkR_dW9R-tfCPI?authuser=0&hl=en&rclk=1
Stoneridge Gracious Retirement Living,4.4,,Retirement community,105 Convention Dr,,Open · Closes 7 PM,https://seniorlivinginstyle.com/stoneridge/,https://www.google.com/maps/place/Stoneridge+Gracious+Retirement+Living/data=!4m7!3m6!1s0x89acf3779f2e41af:0x21ea0727f0cfd740!8m2!3d35.7759532!4d-78.7586237!16s%2Fg%2F11b6__0mdh!19sChIJr0Eun3fzrIkRQNfP8CcH6iE?authuser=0&hl=en&rclk=1
North Carolina Senior Living Association,4.7,,Non-profit organization,"4010 Barrett Dr 102, Suite 102",,Closed · Opens 8 AM Tue,https://ncseniorliving.org/,https://www.google.com/maps/place/North+Carolina+Senior+Living+Association/data=!4m7!3m6!1s0x89ac58c1e0fc2273:0x84f0d48ff49c2192!8m2!3d35.8302853!4d-78.6298995!16s%2Fg%2F1tql5n5_!19sChIJcyL84MFYrIkRkiGc9I_U8IQ?authuser=0&hl=en&rclk=1
Glenaire,4.8,,Retirement community,5000 Glenhope Ct,,Closed · Opens 8 AM Tue,http://www.glenaire.org/,https://www.google.com/maps/place/Glenaire/data=!4m7!3m6!1s0x89acf3069c2ab78d:0x141e4669be959dd!8m2!3d35.7764766!4d-78.7875698!16s%2Fg%2F1vd95znd!19sChIJjbcqnAbzrIkR3Vnpm2bkQQE?authuser=0&hl=en&rclk=1
The Lodge at Wake Forest Gracious Retirement Living,4.6,,Retirement community,1151 S Main St,,Open · Closes 7 PM,https://seniorlivinginstyle.com/the-lodge-at-wake-forest/,https://www.google.com/maps/place/The+Lodge+at+Wake+Forest+Gracious+Retirement+Living/data=!4m7!3m6!1s0x89ac5183c58378bb:0xe37b58fefdc3725c!8m2!3d35.9642567!4d-78.5171665!16s%2Fg%2F1tld10zg!19sChIJu3iDxYNRrIkRXHLD_f5Ye-M?authuser=0&hl=en&rclk=1
Overture Cary,4.8,,Apartment rental agency,1055 Hatches Pond Ln,,Closes soon · Opens 9 AM Tue,https://liveoverture.com/communities/overture-cary/?switch_cls[id]=95345&utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/Overture+Cary/data=!4m7!3m6!1s0x89acedec5746a53d:0xd79b00713cb606d6!8m2!3d35.8248486!4d-78.8479488!16s%2Fg%2F11j65tn9wx!19sChIJPaVGV-ztrIkR1ga2PHEAm9c?authuser=0&hl=en&rclk=1
Oak Forest Pointe,4.6,,Apartment complex,5700 Oak Forest Dr,,Closed · Opens 9 AM Tue,https://www.oakforestpointeapartments.com/?utm_knock=g,https://www.google.com/maps/place/Oak+Forest+Pointe/data=!4m7!3m6!1s0x89ac59416f85ea15:0xc671ce7cda9e58d1!8m2!3d35.8618844!4d-78.5850918!16s%2Fg%2F11vz3wmbf8!19sChIJFeqFb0FZrIkR0Vie2nzOccY?authuser=0&hl=en&rclk=1
The Crossings at Heritage Senior Apartments,4.9,,Apartment complex,3134 Branch Ferry Ct,,Closed · Opens 9 AM Tue,https://crossingsatheritage.com/,https://www.google.com/maps/place/The+Crossings+at+Heritage+Senior+Apartments/data=!4m7!3m6!1s0x89ac510aa0d1e459:0xe75b21b665508b59!8m2!3d35.949097!4d-78.520206!16s%2Fg%2F1tfrybqs!19sChIJWeTRoApRrIkRWYtQZbYhW-c?authuser=0&hl=en&rclk=1
Navion Senior Living,3.3,,Aged care,5430 Wade Park Blvd #310,,Closed · Opens 9 AM Tue,https://www.navionseniorsolutions.com/,https://www.google.com/maps/place/Navion+Senior+Living/data=!4m7!3m6!1s0x89acf389028a51ad:0x2782c8f711e0b775!8m2!3d35.8081147!4d-78.7295087!16s%2Fg%2F11f3xg_ls9!19sChIJrVGKAonzrIkRdbfgEffIgic?authuser=0&hl=en&rclk=1
Huntington Spring,4.5,,Retirement community,1887 S Franklin St,,,https://www.evergreenconstructionco.com/properties/huntington-spring-now-accepting-applications/,https://www.google.com/maps/place/Huntington+Spring/data=!4m7!3m6!1s0x89ac51978781d399:0xb626e183854c126!8m2!3d35.9542857!4d-78.5079723!16s%2Fg%2F11f2jtsd5m!19sChIJmdOBh5dRrIkRJsFUOBhuYgs?authuser=0&hl=en&rclk=1
Acclaim at Cary Pointe,4.9,,Apartment complex,2525 Morrisville Pkwy,,Closes soon · Opens 9 AM Tue,http://acclaimcarypointe.com/?utm_source=gbp&utm_medium=organic&utm_knock=g&cpm=gbp,https://www.google.com/maps/place/Acclaim+at+Cary+Pointe/data=!4m7!3m6!1s0x89aced1ecc7211b9:0x3150bf1d130b670a!8m2!3d35.812991!4d-78.8753583!16s%2Fg%2F11kpk1qcq9!19sChIJuRFyzB7trIkRCmcLEx2_UDE?authuser=0&hl=en&rclk=1
The Meadows at Brier Creek,3.5,,Apartment complex,11700 Arnold Palmer Dr,,Closed · Opens 9 AM Tue,https://www.themeadowsatbriercreek.com/,https://www.google.com/maps/place/The+Meadows+at+Brier+Creek/data=!4m7!3m6!1s0x89acf1dde3050e97:0x660c74169f7bc5d6!8m2!3d35.903308!4d-78.8059399!16s%2Fg%2F11x7dc3y91!19sChIJlw4F493xrIkR1sV7nxZ0DGY?authuser=0&hl=en&rclk=1
Searstone Retirement Community,4.5,,Retirement community,17001 Searstone Dr,,Closed · Opens 8:30 AM Tue,https://www.searstone.com/,https://www.google.com/maps/place/Searstone+Retirement+Community/data=!4m7!3m6!1s0x89aced8695792db5:0x3988b6e171e84b4!8m2!3d35.7883!4d-78.844632!16s%2Fg%2F1tgb86qx!19sChIJtS15lYbtrIkRtIQeF26LmAM?authuser=0&hl=en&rclk=1
