name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Hilltop Reserve Senior Living,4.5,,Retirement community,525 S Holly St,,Open · Closes 5 PM,https://hilltopreserve.com/,https://www.google.com/maps/place/Hilltop+Reserve+Senior+Living/data=!4m7!3m6!1s0x876c7d0421961cab:0x844bb4a195598aad!8m2!3d39.7068048!4d-104.9226724!16s%2Fg%2F11kgkf32pc!19sChIJqxyWIQR9bIcRrYpZlaG0S4Q?authuser=0&hl=en&rclk=1
Carmel Oaks,4.9,,Retirement community,1811 S Harlan Cir,,Open · Closes 5 PM,https://carmeloaks.com/,https://www.google.com/maps/place/Carmel+Oaks/data=!4m7!3m6!1s0x876b8059e85fc8cd:0xf01f9859d27ab7fa!8m2!3d39.6836083!4d-105.0669994!16s%2Fg%2F1tgx72gh!19sChIJzchf6FmAa4cR-rd60lmYH_A?authuser=0&hl=en&rclk=1
Overture Central Park,4.6,,Apartment complex,8133 E 29th Pl,,Open · Closes 5:30 PM,https://liveoverture.com/communities/overture-central-park/?switch_cls[id]=95345&utm_content=gmb&utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/Overture+Central+Park/data=!4m7!3m6!1s0x876c7b82c374edc7:0x74a7e6db8d170c8c!8m2!3d39.7595632!4d-104.8941283!16s%2Fg%2F11clwj9szs!19sChIJx-10w4J7bIcRjAwXjdvmp3Q?authuser=0&hl=en&rclk=1
Bella Vita Senior Living,4.7,,Retirement community,1470 S Havana St,,Open · Closes 5 PM,https://livebellavita.com/,https://www.google.com/maps/place/Bella+Vita+Senior+Living/data=!4m7!3m6!1s0x876c7d46ad35dc87:0x4e9c1c9ea1ce4b89!8m2!3d39.6893295!4d-104.8629797!16s%2Fg%2F1ptyz88dc!19sChIJh9w1rUZ9bIcRiUvOoZ4cnE4?authuser=0&hl=en&rclk=1
Aspendale Northglenn,5.0,,Apartment rental agency,10691 Melody Drive,,Open · Closes 6 PM,/aclk?sa=L&ai=DChsSEwiau-j9ioqVAxXweEcBHRmuN5UYACICCAEQCRoCcXU&co=1&ase=2&gclid=EAIaIQobChMImrvo_YqKlQMV8HhHAR0ZrjeVEBAYAiAAEgJRkvD_BwE&cid=CAASuwHkaAPNEnWp95DLDl28mZYPJzvD37fvq17jJHG96IJrHZaCJ4JTiG9yHz43wtbwrZUGBKuO0QUP9n0WCCuNyDt7oZRbOJEXJwu8rXWnXa4Q_EEZJ8b3Cil2aNe8FjMf1J74FQjkNfMOkb99CRtL5rYxGazKwjxAhzwIBg-9wxXBuMzUDMxl5auAP3OyXTHGEJNJ0_PAixA3r4fco3gLsvQzbQBhnkrkM7fWgI3ZKBJgMCuR9slZDXeObE0y&cce=2&category=acrcp_v1_32&sig=AOD64_3-hjlA9cNPSTotwC_4gCwY9p3gpg&adurl&q&ctype=99&nis=6,https://www.google.com/maps/place/Aspendale+Northglenn/data=!4m7!3m6!1s0x876c7741b614d867:0x4e783d0416a45f90!8m2!3d39.891084!4d-104.993433!16s%2Fg%2F11x8x_4g6t!19sChIJZ9gUtkF3bIcRkF-kFgQ9eE4?authuser=0&hl=en&rclk=1
Bear Creek Retirement Community,4.7,,Retirement community,3151 S Wadsworth Blvd,,Open 24 hours,https://bearcreeksenior.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=bear-creek,https://www.google.com/maps/place/Bear+Creek+Retirement+Community/data=!4m7!3m6!1s0x876b81a4021b1905:0xe724356be548293f!8m2!3d39.6600108!4d-105.0817911!16s%2Fg%2F11lhjy1h98!19sChIJBRkbAqSBa4cRPylI5Ws1JOc?authuser=0&hl=en&rclk=1
The Courtyard at Lakewood | Sky Active Living,4.3,,Retirement community,7100 W 13th Ave,,,http://skyactive.sunriseseniorliving.com/communities/the-courtyard-at-lakewood?utm_source=directory_listings&utm_medium=clicks&utm_campaign=google,https://www.google.com/maps/place/The+Courtyard+at+Lakewood+%7C+Sky+Active+Living/data=!4m7!3m6!1s0x876b872889bd51ab:0xc9c9e05844fe1573!8m2!3d39.7359905!4d-105.0760301!16s%2Fg%2F1wyc4tv9!19sChIJq1G9iSiHa4cRcxX-RFjgyck?authuser=0&hl=en&rclk=1
The Ridge Pinehurst,4.2,,Retirement community,7205 W Quincy Ave,,Open · Closes 8 PM,https://theridgeseniorliving.com/locations/denver-co/?utm_source=GMB&utm_medium=organic&utm_campaign=pinehurst&utm_content=pinehurst,https://www.google.com/maps/place/The+Ridge+Pinehurst/data=!4m7!3m6!1s0x876b7f0b08091775:0xdb80b65efebebebf!8m2!3d39.6394849!4d-105.0783287!16s%2Fg%2F11ghn75n8f!19sChIJdRcJCAt_a4cRv76-_l62gNs?authuser=0&hl=en&rclk=1
Mountain Vista Senior Living Community,3.9,,Retirement community,4800 Tabor St,,Open 24 hours,http://www.mountainvista.net/,https://www.google.com/maps/place/Mountain+Vista+Senior+Living+Community/data=!4m7!3m6!1s0x876b85e3c3ec3053:0x71e4415a5d433f4c!8m2!3d39.7855676!4d-105.1299883!16s%2Fg%2F1tdylpx9!19sChIJUzDsw-OFa4cRTD9DXVpB5HE?authuser=0&hl=en&rclk=1
Eaton Senior Communities,4.9,,Retirement community,333 S Eaton St,,Open 24 hours,http://www.eatonsenior.org/,https://www.google.com/maps/place/Eaton+Senior+Communities/data=!4m7!3m6!1s0x876b80c1ba1b17e5:0x7610b5e673786c26!8m2!3d39.7096416!4d-105.0596518!16s%2Fg%2F1th28x0v!19sChIJ5RcbusGAa4cRJmx4c-a1EHY?authuser=0&hl=en&rclk=1
