name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Catalina Village,3.1,,Apartment building,5324 E 1st St,,Open · Closes 5 PM,,https://www.google.com/maps/place/Catalina+Village/data=!4m7!3m6!1s0x86d66fb58cb31407:0x171021584d9a11d6!8m2!3d32.234871!4d-110.8780173!16s%2Fg%2F1trpln6g!19sChIJBxSzjLVv1oYR1hGaTVghEBc?authuser=0&hl=en&rclk=1
"Nara Brown Team, Long Realty",5.0,,Real estate agency,8540 North Oracle Road,,Open · Closes 5:30 PM,/aclk?sa=L&ai=DChsSEwjzhbnvkIqVAxUqbkcBHSTTCW4YACICCAEQBxoCcXU&co=1&ase=2&gclid=EAIaIQobChMI84W575CKlQMVKm5HAR0k0wluEBAYAiAAEgJZDvD_BwE&cid=CAASuwHkaAvycUN2Y9nY_rRR8okyX9rFZEAFngC7rcHYK2Vpv0vKQ-6HfOTV8PjN1OkXgIWbEOv0py2OBUn-QNqNjhXbrHMs05reX6r0lBXFOXvhc8XMZ4xopNF8Ng8efamcg0fmkBlIsafCo25F3nNOJpXojns6fiHG-dU1enml1Gi3ZtEhx2FETyAfBLVBziI1e97mJHSAykKKu5G_rzA-yb7IG_zzutvQyqBnjCmNmv0-Xxbmvob7fRf9uChH&cce=2&category=acrcp_v1_32&sig=AOD64_1F-LFIOf8tvmiRru1FrDcfB2zRvg&adurl&q&ctype=99&nis=6,"https://www.google.com/maps/place/Nara+Brown+Team,+Long+Realty/data=!4m7!3m6!1s0x86d60d8f0b87bb19:0xb9ef2880b1d6f289!8m2!3d32.361262!4d-110.970689!16s%2Fg%2F11s67d5759!19sChIJGbuHC48N1oYRifLWsYAo77k?authuser=0&hl=en&rclk=1"
Casas Adobes Assisted Living,5.0,,Assisted living facility,1551 W San Annetta Dr,,Open 24 hours,https://www.casasassistedlivingtucson.com/locations/casas-adobes,https://www.google.com/maps/place/Casas+Adobes+Assisted+Living/data=!4m7!3m6!1s0x86d674a991db6e7b:0xa04aba5ef2694a1f!8m2!3d32.341701!4d-111.0003368!16s%2Fg%2F11b67ppl5d!19sChIJe27bkal01oYRH0pp8l66SqA?authuser=0&hl=en&rclk=1
Splendido at Rancho Vistoso,3.9,,Retirement community,13500 N Rancho Vistoso Blvd,,,https://splendidotucson.com/,https://www.google.com/maps/place/Splendido+at+Rancho+Vistoso/data=!4m7!3m6!1s0x86d60e97ebc82f97:0x2d35211c18519138!8m2!3d32.4511168!4d-110.9732051!16s%2Fg%2F1td_c3fk!19sChIJly_I65cO1oYROJFRGBwhNS0?authuser=0&hl=en&rclk=1
Academy Village,4.6,,Retirement community,13701 E Langtry Ln,,,http://theacademyvillage.com/,https://www.google.com/maps/place/Academy+Village/data=!4m7!3m6!1s0x86d65e3b53d28a97:0x203d58eb6ff6a3aa!8m2!3d32.1116964!4d-110.7001716!16s%2Fg%2F1tf2y770!19sChIJl4rSUzte1oYRqqP2b-tYPSA?authuser=0&hl=en&rclk=1
Park Senior Villas - La Canada,4.3,,Retirement community,6899 N La Cañada Dr,,Open · Closes 5 PM,http://www.parkseniorvillas.com/,https://www.google.com/maps/place/Park+Senior+Villas+-+La+Canada/data=!4m7!3m6!1s0x86d6735f5665534d:0xe9d07008053d76d0!8m2!3d32.3321861!4d-110.9986804!16s%2Fg%2F11c5wnjj4m!19sChIJTVNlVl9z1oYR0HY9BQhw0Ok?authuser=0&hl=en&rclk=1
Far Horizons East 55+ Community Tucson Arizona,4.0,,Retirement community,4717 E 2nd St,,Open · Closes 5 PM,http://www.cal-am.com/communities/far-horizons-east,https://www.google.com/maps/place/Far+Horizons+East+55%2B+Community+Tucson+Arizona/data=!4m7!3m6!1s0x86d66f3d6baa3c57:0x970a76f3d2cc97ce!8m2!3d32.2331443!4d-110.8309136!16s%2Fg%2F1tjdxbkr!19sChIJVzyqaz1v1oYRzpfM0vN2Cpc?authuser=0&hl=en&rclk=1
