name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Alaris Health at The Atrium,3.4,,Nursing home,330 9th St,,Open 24 hours,,https://www.google.com/maps/place/Alaris+Health+at+The+Atrium/data=!4m7!3m6!1s0x89c2574bc260c2b9:0xde4eb0abdd90b139!8m2!3d40.7290595!4d-74.049128!16s%2Fg%2F11b6gsr54r!19sChIJucJgwktXwokRObGQ3auwTt4?authuser=0&hl=en&rclk=1
Peace Care St Josephs,4.6,,Nursing home,537 Pavonia Ave #1803,,,http://www.peacecarenj.org/,https://www.google.com/maps/place/Peace+Care+St+Josephs/data=!4m7!3m6!1s0x89c257369f7d9c5f:0x6c9e9626d0168807!8m2!3d40.7311602!4d-74.0582742!16s%2Fg%2F1tdz5q_k!19sChIJX5x9nzZXwokRB4gW0CaWnmw?authuser=0&hl=en&rclk=1
Grandview Terrace Inc,3.9,,Senior citizen center,222 St Pauls Ave,,Closed · Opens 9 AM Tue,https://www.grandviewterracecrm.com/,https://www.google.com/maps/place/Grandview+Terrace+Inc/data=!4m7!3m6!1s0x89c2573babe57369:0x98c96a99e2adb9c5!8m2!3d40.7379524!4d-74.0616924!16s%2Fg%2F1tjz8w0s!19sChIJaXPlqztXwokRxbmt4plqyZg?authuser=0&hl=en&rclk=1
Peace Care St Ann's,4.5,,Nursing home,"2622, 198 Old Bergen Rd",,,http://peacecarenj.org/,https://www.google.com/maps/place/Peace+Care+St+Ann%27s/data=!4m7!3m6!1s0x89c2510949323cd9:0x137209e592cd691f!8m2!3d40.6956364!4d-74.0935376!16s%2Fg%2F1v96mq4l!19sChIJ2TwySQlRwokRH2nNkuUJchM?authuser=0&hl=en&rclk=1
Alaris Health at Hamilton Park,3.5,,Nursing home,525 Monmouth St,,Open 24 hours,https://www.hamiltonparknursing.com/,https://www.google.com/maps/place/Alaris+Health+at+Hamilton+Park/data=!4m7!3m6!1s0x89c2574bef141e0f:0x1ab88a0ab4f38c49!8m2!3d40.7291313!4d-74.0486104!16s%2Fg%2F12hkkg9vl!19sChIJDx4U70tXwokRSYzztAqKuBo?authuser=0&hl=en&rclk=1
Optima Care Harborview Managed by Excelsior Care Group,4.3,,Nursing home,178 - 198 Ogden Ave.,,Open 24 hours,https://www.optimacareharborview.com/,https://www.google.com/maps/place/Optima+Care+Harborview+Managed+by+Excelsior+Care+Group/data=!4m7!3m6!1s0x89c2574396fa0ef9:0xae57a8f9c14c93a6!8m2!3d40.7406377!4d-74.0452845!16s%2Fg%2F1tf8t_zx!19sChIJ-Q76lkNXwokRppNMwfmoV64?authuser=0&hl=en&rclk=1
Villa Borinquen,4.7,,Senior citizen center,396 Manila Ave,,,,https://www.google.com/maps/place/Villa+Borinquen/data=!4m7!3m6!1s0x89c250b2a2910d89:0xa84edb3fdb52cb7f!8m2!3d40.7228143!4d-74.0422859!16s%2Fg%2F11bz_353v5!19sChIJiQ2RorJQwokRf8tS2z_bTqg?authuser=0&hl=en&rclk=1
Harborview Apartment,3.8,,Retirement home,145 Ocean Ave,,Closed · Opens 9 AM Tue,https://st-residential.com/harborview-senior-apartments/,https://www.google.com/maps/place/Harborview+Apartment/data=!4m7!3m6!1s0x89c2510999a7dd9f:0x2fbf1216aa0ad4b!8m2!3d40.6936949!4d-74.0933666!16s%2Fg%2F1tl4dyk5!19sChIJn92nmQlRwokRS62gaiHx-wI?authuser=0&hl=en&rclk=1
Muhlenberg Gardens,3.7,,Professional services,1065 Summit Ave,,,,https://www.google.com/maps/place/Muhlenberg+Gardens/data=!4m7!3m6!1s0x89c2576c396dd071:0x143125e884e4864d!8m2!3d40.7511481!4d-74.0492355!16s%2Fg%2F1tfjgfsw!19sChIJcdBtOWxXwokRTYbkhOglMRQ?authuser=0&hl=en&rclk=1
Ocean Pointe Elderly,4.0,,Apartment building,460 Ocean Ave,,Closed · Opens 9 AM Tue,https://www.liveatoceanpoint.com/,https://www.google.com/maps/place/Ocean+Pointe+Elderly/data=!4m7!3m6!1s0x89c2511c61c2e891:0x60bc03d84b83d34d!8m2!3d40.7019884!4d-74.0817366!16s%2Fg%2F1v9t_tqr!19sChIJkejCYRxRwokRTdODS9gDvGA?authuser=0&hl=en&rclk=1
St Josephs Home,4.1,,Nursing home,537 Pavonia Ave #1803,,,,https://www.google.com/maps/place/St+Josephs+Home/data=!4m7!3m6!1s0x89c257369f7d9c5f:0x99bda37e78e1d8d5!8m2!3d40.7311789!4d-74.0582341!16s%2Fg%2F1tfxhls2!19sChIJX5x9nzZXwokR1djheH6jvZk?authuser=0&hl=en&rclk=1
Acclaim Rehabilitation and Care Center,4.4,,Nursing home,198 Stevens Ave,,,https://acclaimrehab.com/,https://www.google.com/maps/place/Acclaim+Rehabilitation+and+Care+Center/data=!4m7!3m6!1s0x89c251aad38d3425:0xdf197b724f147bf9!8m2!3d40.7046017!4d-74.091675!16s%2Fg%2F11rpdf60wr!19sChIJJTSN06pRwokR-XsUT3J7Gd8?authuser=0&hl=en&rclk=1
Catherine Todd,4.6,,Apartment building,547 Montgomery St,,Closed · Opens 9 AM Tue,https://www.liveatcatherinetodd.com/,https://www.google.com/maps/place/Catherine+Todd/data=!4m7!3m6!1s0x89c250cc0dfe3f11:0x26a44b3ca2578450!8m2!3d40.7222044!4d-74.0603198!16s%2Fg%2F11dxjw28dv!19sChIJET_-DcxQwokRUIRXojxLpCY?authuser=0&hl=en&rclk=1
Legacy Care Club,4.9,,Aged care,38 Union St Unit 2,,Closed · Opens 8:30 AM Tue,,https://www.google.com/maps/place/Legacy+Care+Club/data=!4m7!3m6!1s0x89c3bb4412a95ea1:0xca96925a9002e7f9!8m2!3d40.7123635!4d-74.0722258!16s%2Fg%2F11fn2c1sfc!19sChIJoV6pEkS7w4kR-ecCkFqSlso?authuser=0&hl=en&rclk=1
