name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Westerwood,4.0,,Assisted living facility,5800 Forest Hills Blvd,,Open · Closes 8 PM,https://www.liveatwesterwood.org/?utm_source=google%20my%20business&utm_medium=organic&utm_term=home&utm_campaign=fm,https://www.google.com/maps/place/Westerwood/data=!4m7!3m6!1s0x88388ad1fb233281:0x39dce5ec932d9b62!8m2!3d40.0898453!4d-82.940525!16s%2Fg%2F1tjhy9ws!19sChIJgTIj-9GKOIgRYpstk-zl3Dk?authuser=0&hl=en&rclk=1
Crown Pointe Care Center,4.0,,Nursing home,1850 Crown Park Ct,,Open 24 hours,http://www.crown-pointe.net/,https://www.google.com/maps/place/Crown+Pointe+Care+Center/data=!4m7!3m6!1s0x88388d775ec30ddf:0x95392f400a057c80!8m2!3d40.0649!4d-83.068134!16s%2Fg%2F1tk704yq!19sChIJ3w3DXneNOIgRgHwFCkAvOZU?authuser=0&hl=en&rclk=1
Harmony Trace,4.4,,Assisted living facility,3550 Fishinger Blvd,,Open 24 hours,https://www.nationalchurchresidences.org/communities/harmony-trace/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Harmony+Trace/data=!4m7!3m6!1s0x88389228bf40f547:0xe61c2ad796e6ea0a!8m2!3d40.0278492!4d-83.1103124!16s%2Fg%2F12632n7ww!19sChIJR_VAvyiSOIgRCurmltcqHOY?authuser=0&hl=en&rclk=1
Mayfair Village Nursing Care Center,4.2,,Nursing home,3000 Bethel Rd,,Open 24 hours,http://mayfairvillagenursingcenter.com/,https://www.google.com/maps/place/Mayfair+Village+Nursing+Care+Center/data=!4m7!3m6!1s0x8838928afe2b252b:0xfe0ecb09bb45884c!8m2!3d40.0658962!4d-83.0986056!16s%2Fg%2F1trvm2s5!19sChIJKyUr_oqSOIgRTIhFuwnLDv4?authuser=0&hl=en&rclk=1
Dublin Glenn Memory Care,4.5,,Assisted living facility,6355 Emerald Pkwy,,Open 24 hours,https://www.dublinglenn.com/,https://www.google.com/maps/place/Dublin+Glenn+Memory+Care/data=!4m7!3m6!1s0x883893154cc8bb77:0xa29772ee713ab24d!8m2!3d40.0837526!4d-83.144026!16s%2Fg%2F1q5gr1jvr!19sChIJd7vITBWTOIgRTbI6ce5yl6I?authuser=0&hl=en&rclk=1
The Estates at Knightsbridge,4.2,,Assisted living facility,4590 Knightsbridge Blvd,,Open · Closes 6 PM,https://sinceriseniorliving.com/the-estates-at-knightsbridge/,https://www.google.com/maps/place/The+Estates+at+Knightsbridge/data=!4m7!3m6!1s0x88388da94b8e7cf3:0xf9622cd28cb8215a!8m2!3d40.0530983!4d-83.04129!16s%2Fg%2F1tpn36x3!19sChIJ83yOS6mNOIgRWiG4jNIsYvk?authuser=0&hl=en&rclk=1
Sunrise of Dublin,4.5,,Assisted living facility,4175 Stoneridge Ln,,Open 24 hours,https://www.sunriseseniorliving.com/communities/oh/sunrise-of-dublin?utm_source=directory_listings&utm_medium=clicks&utm_campaign=google,https://www.google.com/maps/place/Sunrise+of+Dublin/data=!4m7!3m6!1s0x883892b61e4f6039:0xd4a05c9b4bc0f79b!8m2!3d40.0975239!4d-83.1002772!16s%2Fg%2F11b73k_pz4!19sChIJOWBPHraSOIgRm_fAS5tcoNQ?authuser=0&hl=en&rclk=1
StoryPoint Gahanna North,4.6,,Assisted living facility,5435 Morse Rd,,Open 24 hours,https://storypoint.com/community/gahanna-oh/?utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/StoryPoint+Gahanna+North/data=!4m7!3m6!1s0x883860e43abeabc3:0xce6f1adcf3ac2ee1!8m2!3d40.0537257!4d-82.848011!16s%2Fg%2F11bwsngxzl!19sChIJw6u-OuRgOIgR4S6s89wab84?authuser=0&hl=en&rclk=1
The Villas at Mother Angeline,,,Nursing home,5199 E Broad St,,,https://www.carmeliteseniorliving.org/memory-care-assisted-living-columbus-oh/,https://www.google.com/maps/place/The+Villas+at+Mother+Angeline/data=!4m7!3m6!1s0x883863bdcf08bcdb:0xf7132e499a84645!8m2!3d39.976657!4d-82.862815!16s%2Fg%2F11sq__7r49!19sChIJ27wIz71jOIgRRUaomeQycQ8?authuser=0&hl=en&rclk=1
Forest Hills Center,3.0,,Rehabilitation center,2841 E Dublin Granville Rd,,Open 24 hours,https://embassyhealthcare.net/locations/ohio/forest-hills-center?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/place/Forest+Hills+Center/data=!4m7!3m6!1s0x88388ada8846df43:0x7b5dfa1ff6c0338!8m2!3d40.0816062!4d-82.941234!16s%2Fg%2F1tfl0whw!19sChIJQ99GiNqKOIgROANs_6HftQc?authuser=0&hl=en&rclk=1
Brookdale Muirfield,4.0,,Assisted living facility,7220 Muirfield Dr,,Open 24 hours,https://www.brookdale.com/en/communities/brookdale-muirfield.html?cid=yext,https://www.google.com/maps/place/Brookdale+Muirfield/data=!4m7!3m6!1s0x8838ecb1b17f32ff:0x9c060f39aa06d6ff!8m2!3d40.1138803!4d-83.15223!16s%2Fg%2F1tdmqqm8!19sChIJ_zJ_sbHsOIgR_9YGqjkPBpw?authuser=0&hl=en&rclk=1
