name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Cecil Pines Adult Living Community,4.5,,Retirement community,6008 Lake Cove Ave,,Closes soon · Opens 9 AM Tue,http://www.cecilpines.org/,https://www.google.com/maps/place/Cecil+Pines+Adult+Living+Community/data=!4m7!3m6!1s0x88e5eaf50ce7b1e7:0x10e95f5b287e99c0!8m2!3d30.2336326!4d-81.8901729!16s%2Fg%2F1tvymlrk!19sChIJ57HnDPXq5YgRwJl-KFtf6RA?authuser=0&hl=en&rclk=1
Starling at Nocatee Independent Living,5.0,,Retirement community,885 Crosswater Pkwy,,Open · Closes 8 PM,https://starlingliving.com/communities/starling-at-nocatee-Independent-Living/,https://www.google.com/maps/place/Starling+at+Nocatee+Independent+Living/data=!4m7!3m6!1s0x88e431f1150c03bb:0x8c6cf0244b301107!8m2!3d30.104999!4d-81.4144306!16s%2Fg%2F11h9j27ns5!19sChIJuwMMFfEx5IgRBxEwSyTwbIw?authuser=0&hl=en&rclk=1
Morris Manor,4.6,,Apartment rental agency,9050 Norfolk Blvd n225,,Closes soon · Opens 8 AM Tue,http://www.morrismanorapartments.com/,https://www.google.com/maps/place/Morris+Manor/data=!4m7!3m6!1s0x88e5baf7db6c9a2d:0x8680c6ed9fb05b33!8m2!3d30.4034919!4d-81.7219543!16s%2Fg%2F1tf3pqmj!19sChIJLZps2_e65YgRM1uwn-3GgIY?authuser=0&hl=en&rclk=1
RISE at Glen Kernan Park,4.8,,Apartment complex,4890 Sweetgrass Pl,,Open · Closes 5:30 PM,https://risegkp.com/,https://www.google.com/maps/place/RISE+at+Glen+Kernan+Park/data=!4m7!3m6!1s0x88e44b4cd7a684af:0x62fc552dd2427484!8m2!3d30.2551384!4d-81.4692779!16s%2Fg%2F11lw7ml_8d!19sChIJr4Sm10xL5IgRhHRC0i1V_GI?authuser=0&hl=en&rclk=1
Moosehaven,4.7,,Retirement community,1701 Park Ave,,Closes soon · Opens 8 AM Tue,https://www.moosehaven.org/,https://www.google.com/maps/place/Moosehaven/data=!4m7!3m6!1s0x88e5c5fbf706cb7f:0x76abc681499648b!8m2!3d30.166857!4d-81.697464!16s%2Fg%2F1td7czkn!19sChIJf8sG9_vF5YgRi2SZFGi8agc?authuser=0&hl=en&rclk=1
The Addison of St. Johns,4.7,,Assisted living facility,115 Benton Ln,,Open 24 hours,https://www.sonidaseniorliving.com/community/the-addison-of-st-johns/,https://www.google.com/maps/place/The+Addison+of+St.+Johns/data=!4m7!3m6!1s0x88e5d3e4d401fd6b:0x12c9fb9b6ef32a31!8m2!3d30.055067!4d-81.5308685!16s%2Fg%2F11f5t4pvs5!19sChIJa_0B1OTT5YgRMSrzbpv7yRI?authuser=0&hl=en&rclk=1
Allegro Fleming Island,4.3,,Assisted living facility,3651 US-17,,Open 24 hours,http://allegroflemingisland.com/,https://www.google.com/maps/place/Allegro+Fleming+Island/data=!4m7!3m6!1s0x88e5c577c1537c51:0x1ee7e50d226ae6c8!8m2!3d30.1331291!4d-81.7017517!16s%2Fg%2F1wd3ww8b!19sChIJUXxTwXfF5YgRyOZqIg3l5x4?authuser=0&hl=en&rclk=1
Del Webb eTown- 55+ Active Adult Community- 55+ Retirement Community,4.5,,Retirement community,11246 Town View Dr,,Closes soon · Opens 9 AM Tue,https://www.delwebb.com/homes/florida/jacksonville/jacksonville/del-webb-etown-210300,https://www.google.com/maps/place/Del+Webb+eTown-+55%2B+Active+Adult+Community-+55%2B+Retirement+Community/data=!4m7!3m6!1s0x88e435195dfe9bc7:0x7407c68064fda6b2!8m2!3d30.1737923!4d-81.5085105!16s%2Fg%2F11fmz6f1c3!19sChIJx5v-XRk15IgRsqb9ZIDGB3Q?authuser=0&hl=en&rclk=1
Alto Duval Station,4.4,,Assisted living facility,1035 Starratt Rd,,Open 24 hours,https://www.allegroliving.com/communities/jacksonville-fl,https://www.google.com/maps/place/Alto+Duval+Station/data=!4m7!3m6!1s0x88e5ad9723e09a83:0x37fe3aa3ae046260!8m2!3d30.4845792!4d-81.6012121!16s%2Fg%2F11rkdw4frq!19sChIJg5rgI5et5YgRYGIErqM6_jc?authuser=0&hl=en&rclk=1
The Legacy at St. Johns,4.2,,Assisted living facility,100 Hillcrest Heights Ave,,Open 24 hours,http://www.silvertreasuresatstjohns.com/,https://www.google.com/maps/place/The+Legacy+at+St.+Johns/data=!4m7!3m6!1s0x88e5d02adecdb58f:0x9f3eddd5c2e9d1c2!8m2!3d30.0747348!4d-81.6471!16s%2Fg%2F11x99fln5!19sChIJj7XN3irQ5YgRwtHpwtXdPp8?authuser=0&hl=en&rclk=1
