name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Village Green West Seattle,4.5,,Retirement community,2615 SW Barton St,,Open 24 hours,https://villagegreenretirement.com/west-seattle/,https://www.google.com/maps/place/Village+Green+West+Seattle/data=!4m7!3m6!1s0x5490415e6e219aa5:0xb9d625df35491964!8m2!3d47.519947!4d-122.3670883!16s%2Fg%2F1tht14m0!19sChIJpZohbl5BkFQRZBlJNd8l1rk?authuser=0&hl=en&rclk=1
Norse Home,4.3,,Retirement community,5311 Phinney Ave N,,Temporarily closed,https://transformingage.org/community/norse-home/,https://www.google.com/maps/place/Norse+Home/data=!4m7!3m6!1s0x5490144b8c7c3145:0xbcc0f344496610e3!8m2!3d47.6674686!4d-122.3549633!16s%2Fg%2F1tfgjj1n!19sChIJRTF8jEsUkFQR4xBmSUTzwLw?authuser=0&hl=en&rclk=1
Boulevard Park Place Active Retirement Living,4.7,,Retirement community,2805 S 125th St,,Open · Closes 5 PM,http://www.boulevardparkplace.com/,https://www.google.com/maps/place/Boulevard+Park+Place+Active+Retirement+Living/data=!4m7!3m6!1s0x54904300e0165df7:0xb925d6383aaaebe8!8m2!3d47.4910428!4d-122.29605!16s%2Fg%2F1td2gm4p!19sChIJ910W4ABDkFQR6OuqOjjWJbk?authuser=0&hl=en&rclk=1
Washington Terrace Senior Affordable Apartments,4.6,,Apartment complex,120 6th Ave S,,Open · Closes 5 PM,https://www.livewashingtonterraceapartments.com/,https://www.google.com/maps/place/Washington+Terrace+Senior+Affordable+Apartments/data=!4m7!3m6!1s0x54906abbc3c301b9:0x94ebb8e49bdcdb9d!8m2!3d47.6010201!4d-122.3261277!16s%2Fg%2F1tcxzjgh!19sChIJuQHDw7tqkFQRndvcm-S465Q?authuser=0&hl=en&rclk=1
Hilltop House,4.1,,Non-profit organization,1005 Terrace St,,Open · Closes 4 PM,http://www.hilltop-house.org/,https://www.google.com/maps/place/Hilltop+House/data=!4m7!3m6!1s0x54906ab841e30e5d:0xe3f20cfaaf195734!8m2!3d47.6045717!4d-122.3218943!16s%2Fg%2F1tct8f2b!19sChIJXQ7jQbhqkFQRNFcZr_oM8uM?authuser=0&hl=en&rclk=1
Overlake Terrace Assisted & Senior Living,4.5,,Assisted living facility,2956 152nd Ave NE,,Open 24 hours,https://stellarliving.com/communities/overlake-terrace-assisted-senior-living-redmond-wa/,https://www.google.com/maps/place/Overlake+Terrace+Assisted+%26+Senior+Living/data=!4m7!3m6!1s0x54906d0b6f6e9c09:0x344164aa7f897678!8m2!3d47.6364068!4d-122.1359007!16s%2Fg%2F1tf6lxpx!19sChIJCZxubwttkFQReHaJf6pkQTQ?authuser=0&hl=en&rclk=1
The Gardens at Town Square,4.5,,Retirement community,933 111th Ave NE,,Open 24 hours,http://www.eraliving.com/communities/bellevue/,https://www.google.com/maps/place/The+Gardens+at+Town+Square/data=!4m7!3m6!1s0x54906c8b92214d37:0x7855d298afdad2ef!8m2!3d47.618728!4d-122.192418!16s%2Fg%2F1vnrq9m8!19sChIJN00hkotskFQR79Lar5jSVXg?authuser=0&hl=en&rclk=1
Solstice Senior Living at Renton,4.3,,Retirement community,1414 Monroe Ave NE,,Open · Closes 6 PM,https://solsticeseniorlivingrenton.com/,https://www.google.com/maps/place/Solstice+Senior+Living+at+Renton/data=!4m7!3m6!1s0x5490686609976d4f:0x7070bbe6d96137ef!8m2!3d47.5055144!4d-122.1733819!16s%2Fg%2F1th5c8gp!19sChIJT22XCWZokFQR7zdh2ea7cHA?authuser=0&hl=en&rclk=1
Madison House Assisted Living Community,4.4,,Assisted living facility,12215 NE 128th St,,Open 24 hours,https://koelschseniorcommunities.com/senior-living/wa/kirkland/independent-assisted-living/madison-house/?utm_campaign=gmb&utm_medium=organic&utm_source=local,https://www.google.com/maps/place/Madison+House+Assisted+Living+Community/data=!4m7!3m6!1s0x54900d8cf6895119:0x5df3fac907486c9f!8m2!3d47.7133415!4d-122.1776299!16s%2Fg%2F1td04rg3!19sChIJGVGJ9owNkFQRn2xIB8n6810?authuser=0&hl=en&rclk=1
Aegis Living Kirkland Waterfront,4.7,,Assisted living facility,1002 Lake St S,,Open · Closes 8 PM,https://www.aegisliving.com/locations/aegis-living-kirkland-waterfront-wa/?utm_campaign=gmb,https://www.google.com/maps/place/Aegis+Living+Kirkland+Waterfront/data=!4m7!3m6!1s0x549013019979faf9:0xaa5445c6aad2b540!8m2!3d47.6674488!4d-122.2064013!16s%2Fg%2F11nn2w4rv8!19sChIJ-fp5mQETkFQRQLXSqsZFVKo?authuser=0&hl=en&rclk=1
MorningStar Senior Living of Kirkland,4.9,,Retirement community,11729 NE 118th St,,Open 24 hours,https://morningstarkirkland.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/MorningStar+Senior+Living+of+Kirkland/data=!4m7!3m6!1s0x5490127f999a532b:0xb0bb316cc391ff77!8m2!3d47.7060939!4d-122.1842878!16s%2Fg%2F11h5q87cy0!19sChIJK1OamX8SkFQRd_-Rw2wxu7A?authuser=0&hl=en&rclk=1
Merrill Gardens at Burien,4.5,,Retirement community,15020 5th Ave SW,,Open 24 hours,https://www.merrillgardens.com/senior-living/wa/burien/merrill-gardens-at-burien/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Merrill+Gardens+at+Burien/data=!4m7!3m6!1s0x5490449cdd6aab39:0x8d5971580d97a8b5!8m2!3d47.4684326!4d-122.3401548!16s%2Fg%2F11bxg2qfhp!19sChIJOatq3ZxEkFQRtaiXDVhxWY0?authuser=0&hl=en&rclk=1
Revel Issaquah,4.7,,Retirement community,2450 Newport Way NW,,Open 24 hours,https://revelcommunities.com/communities/issaquah/,https://www.google.com/maps/place/Revel+Issaquah/data=!4m7!3m6!1s0x54906f0f59015555:0x9e11e75dceba4999!8m2!3d47.5527279!4d-122.0747586!16s%2Fg%2F11fk0bmnmc!19sChIJVVUBWQ9vkFQRmUm6zl3nEZ4?authuser=0&hl=en&rclk=1
The Creekside,4.9,,Retirement community,18200 Woodinville - Snohomish Rd,,Open 24 hours,https://www.mbkseniorliving.com/senior-living/wa/woodinville/creekside?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/The+Creekside/data=!4m7!3m6!1s0x54900e9ce6e05099:0x215e3ad2514feb5e!8m2!3d47.7610286!4d-122.1541204!16s%2Fg%2F1tdw354k!19sChIJmVDg5pwOkFQRXutPUdI6XiE?authuser=0&hl=en&rclk=1
Cristwood Park,4.6,,Retirement community,350 N 190th St,,Open · Closes 7 PM,http://cristaseniorliving.org/,https://www.google.com/maps/place/Cristwood+Park/data=!4m7!3m6!1s0x5490108e0f528ed3:0x771c1d5942230a51!8m2!3d47.7662566!4d-122.3563572!16s%2Fg%2F1thvsd7y!19sChIJ045SD44QkFQRUQojQlkdHHc?authuser=0&hl=en&rclk=1
Bellewood - A LifeMinded Residence,4.6,,Retirement community,3710 Providence Point Dr SE,,Open 24 hours,https://www.bellewood.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,https://www.google.com/maps/place/Bellewood+-+A+LifeMinded+Residence/data=!4m7!3m6!1s0x54906fcd47aeb169:0x1b3a23faadfd551!8m2!3d47.5740678!4d-122.0371976!16s%2Fg%2F1xgzbh0g!19sChIJabGuR81vkFQRUdXfqj-iswE?authuser=0&hl=en&rclk=1
Merrill Gardens at Tukwila,4.9,,Assisted living facility,112 Andover Park E,,,https://www.merrillgardens.com/senior-living/wa/tukwila/andover-park-e/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Merrill+Gardens+at+Tukwila/data=!4m7!3m6!1s0x54905debdfceafc3:0x3c0ea3d9f27eff21!8m2!3d47.4605588!4d-122.249385!16s%2Fg%2F11jq9dfytb!19sChIJw6_O3-tdkFQRIf9-8tmjDjw?authuser=0&hl=en&rclk=1
Merrill Gardens at Kirkland,4.5,,Retirement community,14 Main St S,,Open 24 hours,https://www.merrillgardens.com/senior-living/wa/kirkland/merrill-gardens-at-kirkland/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Merrill+Gardens+at+Kirkland/data=!4m7!3m6!1s0x549012dd7a026439:0x9ed85e0f3df41f6d!8m2!3d47.6751706!4d-122.2047553!16s%2Fg%2F1txnp4sj!19sChIJOWQCet0SkFQRbR_0PQ9e2J4?authuser=0&hl=en&rclk=1
Woodland Terrace,4.7,,Retirement community,17502 102nd Ave NE,,Open 24 hours,https://www.leisurecare.com/our-communities/woodland-terrace/,https://www.google.com/maps/place/Woodland+Terrace/data=!4m7!3m6!1s0x54900e6d6e2d2363:0xf7f5eb047ed17e79!8m2!3d47.7542824!4d-122.2011934!16s%2Fg%2F1tdbwf_6!19sChIJYyMtbm0OkFQReX7RfgTr9fc?authuser=0&hl=en&rclk=1
Columbia Gardens at Rainier Court,4.2,,Retirement community,3610 33rd Ave S,,Open · Closes 4:30 PM,https://www.columbiagarden-apts.com/,https://www.google.com/maps/place/Columbia+Gardens+at+Rainier+Court/data=!4m7!3m6!1s0x54906a6f72201aa5:0xafb92d5f56613e1d!8m2!3d47.5711272!4d-122.2907171!16s%2Fg%2F11b5pk63cq!19sChIJpRogcm9qkFQRHT5hVl8tua8?authuser=0&hl=en&rclk=1
The Bellettini,4.9,,Assisted living facility,1115 108th Ave NE,,Open 24 hours,https://www.mbkseniorliving.com/senior-living/wa/bellevue/the-bellettini?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/The+Bellettini/data=!4m7!3m6!1s0x54906c8c32c831ed:0x91249e4f31732461!8m2!3d47.620533!4d-122.1969618!16s%2Fg%2F1tx4p1q2!19sChIJ7THIMoxskFQRYSRzMU-eJJE?authuser=0&hl=en&rclk=1
Northaven West,5.0,,Apartment building,545 NE 112th St,,,https://www.humangood.org/northaven-west,https://www.google.com/maps/place/Northaven+West/data=!4m7!3m6!1s0x549011573567b9ab:0x544f4f3f8ad7e86e!8m2!3d47.7097605!4d-122.3219517!16s%2Fg%2F1tk1mpnj!19sChIJq7lnNVcRkFQRbujXij9PT1Q?authuser=0&hl=en&rclk=1
Seattle Silvercrest Senior Residences,5.0,,Low income housing program,9543 Greenwood Ave N,,Open · Closes 4:30 PM,,https://www.google.com/maps/place/Seattle+Silvercrest+Senior+Residences/data=!4m7!3m6!1s0x549016a15a7cf3d9:0xbfca29f3ed7fdabc!8m2!3d47.6992618!4d-122.3558406!16s%2Fg%2F1vzn57xp!19sChIJ2fN8WqEWkFQRvNp_7fMpyr8?authuser=0&hl=en&rclk=1
Covenant Living at the Shores,4.0,,Retirement community,9150 Fortuna Dr,,Open 24 hours,http://www.covlivingshores.org/?_vsrefdom=local-organic-seo-local-listing&CMM=64401b21bf52cd45f9787e40&utm_medium=organic&utm_source=local&utm_campaign=legacy-covenant-living-at-the-shores&utm_content=seo-local-listing,https://www.google.com/maps/place/Covenant+Living+at+the+Shores/data=!4m7!3m6!1s0x54906bc1d090ebef:0xad2a331c4940b073!8m2!3d47.5805044!4d-122.214705!16s%2Fg%2F1w96gft_!19sChIJ7-uQ0MFrkFQRc7BASRwzKq0?authuser=0&hl=en&rclk=1
Providence Mount St. Vincent,3.7,,Nursing home,4831 35th Ave SW,,,https://www.providence.org/locations/wa/mount-st-vincent?ls=location&y_source=1_OTU3Njg1MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.google.com/maps/place/Providence+Mount+St.+Vincent/data=!4m7!3m6!1s0x549040ffa6d63dfb:0x1b57d36cf0b017d!8m2!3d47.5582312!4d-122.3774319!16s%2Fg%2F1260krq3l!19sChIJ-z3Wpv9AkFQRfQELzzZ9tQE?authuser=0&hl=en&rclk=1
Aljoya Mercer Island,4.6,,Retirement community,2430 76th Ave SE,,Open 24 hours,http://www.eraliving.com/communities/mercer-island/,https://www.google.com/maps/place/Aljoya+Mercer+Island/data=!4m7!3m6!1s0x54906bbb287ab73f:0x7e2baf96a67448a0!8m2!3d47.5882489!4d-122.2375132!16s%2Fg%2F1tdy452l!19sChIJP7d6KLtrkFQRoEh0ppavK34?authuser=0&hl=en&rclk=1
ICHS Legacy House,4.2,,Assisted living facility,803 S Lane St,,,https://www.ichs.com/services/assisted-living,https://www.google.com/maps/place/ICHS+Legacy+House/data=!4m7!3m6!1s0x54906abdbcdc7a73:0x6110b8cd411bdb0e!8m2!3d47.596524!4d-122.3217289!16s%2Fg%2F1tfr03rj!19sChIJc3rcvL1qkFQRDtsbQc24EGE?authuser=0&hl=en&rclk=1
Cedar Park Senior Affordable Apartments,4.3,,Apartment complex,12740 30th Ave NE,,Open · Closes 5 PM,https://www.lifeatcedarparkapartments.com/,https://www.google.com/maps/place/Cedar+Park+Senior+Affordable+Apartments/data=!4m7!3m6!1s0x549011783278bf67:0xfd71e152fc68efc7!8m2!3d47.7223141!4d-122.2958823!16s%2Fg%2F1ts3kxng!19sChIJZ794MngRkFQRx-9o_FLhcf0?authuser=0&hl=en&rclk=1
Chateau Valley Center Retirement,4.8,,Retirement community,4450 Davis Ave S,,Open 24 hours,https://www.chateauretirement.com/communities/valley-center/,https://www.google.com/maps/place/Chateau+Valley+Center+Retirement/data=!4m7!3m6!1s0x54905d9f3b424a6b:0xcd572644184e202a!8m2!3d47.4394846!4d-122.2147642!16s%2Fg%2F1tjdlg55!19sChIJa0pCO59dkFQRKiBOGEQmV80?authuser=0&hl=en&rclk=1
University House Issaquah,4.3,,Retirement community,22975 SE Black Nugget Rd,,Open 24 hours,http://www.eraliving.com/communities/issaquah/,https://www.google.com/maps/place/University+House+Issaquah/data=!4m7!3m6!1s0x54906f90e662f0dd:0x4205b5917fdbf6d3!8m2!3d47.5470211!4d-122.0333982!16s%2Fg%2F1tz71300!19sChIJ3fBi5pBvkFQR0_bbf5G1BUI?authuser=0&hl=en&rclk=1
Nook at Northaven,4.7,,Apartment rental agency,11057 8th Ave NE,,Closed · Opens 9 AM Tue,https://nookatnorthaven.com/?switch_cls[id]=69313&utm_source=businessprofile&utm_medium=search&utm_campaign=general,https://www.google.com/maps/place/Nook+at+Northaven/data=!4m7!3m6!1s0x5490115759711081:0x9ee750d84f83ca46!8m2!3d47.7103161!4d-122.3211189!16s%2Fg%2F1tl_ldyw!19sChIJgRBxWVcRkFQRRsqDT9hQ554?authuser=0&hl=en&rclk=1
Aegis Living Queen Anne Galer,4.7,,Assisted living facility,223 W Galer St,,Open · Closes 8 PM,https://www.aegisliving.com/locations/aegis-living-queen-anne-galer-seattle-wa/?utm_campaign=gmb,https://www.google.com/maps/place/Aegis+Living+Queen+Anne+Galer/data=!4m7!3m6!1s0x5490156b84466a55:0xfa2d14b7b2395087!8m2!3d47.6322394!4d-122.3600622!16s%2Fg%2F11bwl3vf64!19sChIJVWpGhGsVkFQRh1A5srcULfo?authuser=0&hl=en&rclk=1
Emerald Heights,4.2,,Retirement community,10901 176th Cir NE,,Open · Closes 5 PM,https://emeraldheights.com/,https://www.google.com/maps/place/Emerald+Heights/data=!4m7!3m6!1s0x54900d25ca9e35e7:0x91777dc247b39180!8m2!3d47.6978706!4d-122.1067583!16s%2Fg%2F1tplq00s!19sChIJ5zWeyiUNkFQRgJGzR8J9d5E?authuser=0&hl=en&rclk=1
Bainbridge Senior Living Madison Avenue House,4.9,,Assisted living facility,285 Madison Ave S,,Open · Closes 5 PM,https://bainbridgeseniorliving.com/madison-house/?utm_source=google&utm_medium=local,https://www.google.com/maps/place/Bainbridge+Senior+Living+Madison+Avenue+House/data=!4m7!3m6!1s0x54903eb69281e803:0x44711b23b25670c1!8m2!3d47.6232139!4d-122.5220099!16s%2Fg%2F1tlc_wrf!19sChIJA-iBkrY-kFQRwXBWsiMbcUQ?authuser=0&hl=en&rclk=1
The Watermark at Bellevue,5.0,,Retirement community,121 112th Ave NE,,Open 24 hours,https://www.watermarkcommunities.com/our-communities/washington/bellevue/the-watermark-at-bellevue/?utm_source=gmb&utm_medium=organic&utm_campaign=general&utm_content=bwb-primary-website-link%2F,https://www.google.com/maps/place/The+Watermark+at+Bellevue/data=!4m7!3m6!1s0x54906df31f7e72ad:0xcee895bb254b5f42!8m2!3d47.6110798!4d-122.1913691!16s%2Fg%2F11rg8fm2b5!19sChIJrXJ-H_NtkFQRQl9LJbuV6M4?authuser=0&hl=en&rclk=1
Timber Ridge at Talus,4.6,,Retirement community,100 Timber Ridge Way NW,,Open · Closes 5 PM,https://www.timberridgelcs.com/?utm_campaign=gmb&utm_content=business_profile_link&utm_id=dir_gbp_organic&utm_medium=directory&utm_source=gbp,https://www.google.com/maps/place/Timber+Ridge+at+Talus/data=!4m7!3m6!1s0x54906f65fc36bfa9:0xa75519f4443f7e3!8m2!3d47.5315615!4d-122.066267!16s%2Fg%2F11c3xf8htz!19sChIJqb82_GVvkFQR4_dDRJ9RdQo?authuser=0&hl=en&rclk=1
Reunion at Redmond Ridge - An Active Adult Community,4.8,,Apartment rental agency,11315 Trilogy Pkwy NE,,Open · Closes 6 PM,https://reunionatredmondridge.mgproperties.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,https://www.google.com/maps/place/Reunion+at+Redmond+Ridge+-+An+Active+Adult+Community/data=!4m7!3m6!1s0x549073580bef5253:0xf772eb0087d25154!8m2!3d47.6988017!4d-122.0238138!16s%2Fg%2F1v44dp4s!19sChIJU1LvC1hzkFQRVFHShwDrcvc?authuser=0&hl=en&rclk=1
The Ballard Independent,4.8,,Apartment complex,2245 NW 56th St,,Open · Closes 6 PM,https://www.hollandresidential.com/wa/seattle/the-ballard-independent?utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/The+Ballard+Independent/data=!4m7!3m6!1s0x5490151afdc6f6ab:0xbeebfe64fd7f5884!8m2!3d47.6693268!4d-122.3866624!16s%2Fg%2F11lnp_jmgb!19sChIJq_bG_RoVkFQRhFh__WT-674?authuser=0&hl=en&rclk=1
Merrill Gardens at Renton Centre,4.7,,Retirement community,104 Burnett Ave S,,,https://www.merrillgardens.com/senior-living/wa/renton/merrill-gardens-at-renton-centre/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Merrill+Gardens+at+Renton+Centre/data=!4m7!3m6!1s0x54904300719d847d:0xce024e23e145053c!8m2!3d47.4824367!4d-122.2076458!16s%2Fg%2F11n3ps94w0!19sChIJfYSdcQBDkFQRPAVF4SNOAs4?authuser=0&hl=en&rclk=1
Providence Point,4.3,,Retirement community,4135-A Providence Point Dr SE,,,http://www.providencepointliving.com/,https://www.google.com/maps/place/Providence+Point/data=!4m7!3m6!1s0x54906fcaffdc5ba3:0x7af834c7843abfcc!8m2!3d47.5701026!4d-122.0443616!16s%2Fg%2F126299nrz!19sChIJo1vc_8pvkFQRzL86hMc0-Ho?authuser=0&hl=en&rclk=1
Council House Apartments,4.3,,Retirement community,1501 17th Ave,,,,https://www.google.com/maps/place/Council+House+Apartments/data=!4m7!3m6!1s0x54906ad19391a811:0x2850b1d932a415cc!8m2!3d47.6145022!4d-122.3104847!16s%2Fg%2F11j0w6s08q!19sChIJEaiRk9FqkFQRzBWkMtmxUCg?authuser=0&hl=en&rclk=1
"Florence of Seattle, Highland Park",5.0,,Retirement home,8424 16th Ave SW,,,http://www.florenceofseattle.com/,"https://www.google.com/maps/place/Florence+of+Seattle,+Highland+Park/data=!4m7!3m6!1s0x5490417ad3313cdd:0xfdbc3110de862a27!8m2!3d47.5276145!4d-122.3547058!16s%2Fg%2F1tmk85_6!19sChIJ3Twx03pBkFQRJyqG3hAxvP0?authuser=0&hl=en&rclk=1"
