name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Becketwood Cooperative,4.4,,Retirement community,4300 W River Pkwy,,Closes soon · Opens 8 AM Tue,http://becketwood.com/,https://www.google.com/maps/place/Becketwood+Cooperative/data=!4m7!3m6!1s0x87f629a5a91c1ed7:0x134e89d7dcd3bc13!8m2!3d44.9248513!4d-93.206255!16s%2Fg%2F1tcvjnk6!19sChIJ1x4cqaUp9ocRE7zT3NeJThM?authuser=0&hl=en&rclk=1
Hayden Grove Senior Living - St. Anthony,4.8,,Assisted living facility,2601 Stinson Pkwy,,Closes soon · Opens 8 AM Tue,https://www.haydengroveseniorliving.com/,https://www.google.com/maps/place/Hayden+Grove+Senior+Living+-+St.+Anthony/data=!4m7!3m6!1s0x52b32b600b51636d:0x8eab97629816937f!8m2!3d45.0151383!4d-93.2263636!16s%2Fg%2F11s5fzbx89!19sChIJbWNRC2Ars1IRf5MWmGKXq44?authuser=0&hl=en&rclk=1
EagleCrest,4.8,,Retirement community,2945 Lincoln Dr,,Open 24 hours,https://preshomes.org/living-options/find-a-community/eaglecrest/?utm_source=Google&utm_medium=Yext,https://www.google.com/maps/place/EagleCrest/data=!4m7!3m6!1s0x52b32be1048953f3:0x50adcbdce64813ec!8m2!3d45.0304804!4d-93.1690791!16s%2Fg%2F1tjpq45p!19sChIJ81OJBOErs1IR7BNI5tzLrVA?authuser=0&hl=en&rclk=1
Parkwood Shores,4.5,,Gated community,3663 Park Center Blvd,,,,https://www.google.com/maps/place/Parkwood+Shores/data=!4m7!3m6!1s0x87f620b6945467df:0x1ce060b5a752796b!8m2!3d44.935837!4d-93.345016!16s%2Fg%2F1hc1byqhb!19sChIJ32dUlLYg9ocRa3lSp7Vg4Bw?authuser=0&hl=en&rclk=1
Mainstreet Village,4.6,,Retirement home,7601 Lyndale Ave S,,Closes soon · Opens 8:30 AM Tue,https://preshomes.org/living-options/find-a-community/mainstreet-village/,https://www.google.com/maps/place/Mainstreet+Village/data=!4m7!3m6!1s0x87f625c5ef0e9ed1:0x175ff536c50fe4ba!8m2!3d44.8646748!4d-93.28788!16s%2Fg%2F1tppsjdp!19sChIJ0Z4O78Ul9ocRuuQPxTb1Xxc?authuser=0&hl=en&rclk=1
Yorkshire of Edina Senior Living,4.3,,Retirement community,7141 York Ave S,,Open 24 hours,https://yorkshireofedina.com/?openFurtherEVSA=59&utm_source=GMB,https://www.google.com/maps/place/Yorkshire+of+Edina+Senior+Living/data=!4m7!3m6!1s0x87f6241fabaccf73:0x18d2dd8f854e08a2!8m2!3d44.8734615!4d-93.3207313!16s%2Fg%2F11c56d43cs!19sChIJc8-sqx8k9ocRoghOhY_d0hg?authuser=0&hl=en&rclk=1
Highland Path,4.9,,Retirement community,1925 Norfolk Ave,,Closes soon · Opens 8 AM Tue,https://preshomes.org/living-options/find-a-community/highland-path/,https://www.google.com/maps/place/Highland+Path/data=!4m7!3m6!1s0x87f6295e445c5667:0x6e66c310114de282!8m2!3d44.8983033!4d-93.1817711!16s%2Fg%2F11c482zn_5!19sChIJZ1ZcRF4p9ocRguJNERDDZm4?authuser=0&hl=en&rclk=1
Frontier Living,4.5,,Low income housing program,5 W Franklin Ave,,Closed · Opens 9:30 AM Tue,https://frontierlivingllc.com/,https://www.google.com/maps/place/Frontier+Living/data=!4m7!3m6!1s0x52b333c0eb0ec097:0xfc927351430269b6!8m2!3d44.9624941!4d-93.2783883!16s%2Fg%2F11q9hrg4hv!19sChIJl8AO68Azs1IRtmkCQ1Fzkvw?authuser=0&hl=en&rclk=1
Amira Minnetonka,4.9,,Retirement community,801 Carlson Parkway,,Closes soon · Opens 9 AM Tue,/aclk?sa=L&ai=DChsSEwiKxtCbloqVAxXuZEcBHZTXIjQYACICCAEQBBoCcXU&co=1&ase=2&gclid=EAIaIQobChMIisbQm5aKlQMV7mRHAR2U1yI0EBAYASAAEgIJlfD_BwE&cid=CAASuwHkaJ0-i8gGFnLoe3Dlyt2J0GdF0R_2O7p5FWaiaMD4nugN5T_DsyP3UP8RvhqI385AnVT5xxU7MZ2G12UfqXJ89q490M1u1nZxr9NNRachpNWAfTiL3zLkPWmy786JrpA3H0Ana1FJou4X82O0xv3bwQIt_8qOZWwR7TY0j5d_N6isaO3tCzFdt2e8jqtFNZb1ItKJ585iM1jJYxJVWbfX4jTJzvBDeFa_GOpwVgu9CCICS2ob-lwqlU5C&cce=2&category=acrcp_v1_32&sig=AOD64_3-UXz9Yqp-xbwppuDW52PXfPo7aA&adurl&q&ctype=99&nis=6,https://www.google.com/maps/place/Amira+Minnetonka/data=!4m7!3m6!1s0x52b34ba1699bea97:0x531250df586f1499!8m2!3d44.972678!4d-93.468365!16s%2Fg%2F11q2spxbcg!19sChIJl-qbaaFLs1IRmRRvWN9QElM?authuser=0&hl=en&rclk=1
RosePointe Senior Living,5.0,,Retirement community,2555 Hamline Ave N,,Open · Closes 5:30 PM,https://www.rosepointeseniorliving.com/?utm_source=GBP&utm_medium=website_click&utm_campaign=RosePointe,https://www.google.com/maps/place/RosePointe+Senior+Living/data=!4m7!3m6!1s0x52b32bc43e477063:0x1a8d9c1a5b82c541!8m2!3d45.0176313!4d-93.1584247!16s%2Fg%2F1tdqh39p!19sChIJY3BHPsQrs1IRQcWCWxqcjRo?authuser=0&hl=en&rclk=1
