name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Sutton Gardens,4.0,,Assisted living facility,147-02 34th Ave,,Open 24 hours,http://suttongardensseniorliving.com/,https://www.google.com/maps/place/Sutton+Gardens/data=!4m7!3m6!1s0x89c2601f47ca89b3:0x540ab80306a07518!8m2!3d40.767045!4d-73.819678!16s%2Fg%2F1tdvfhbd!19sChIJs4nKRx9gwokRGHWgBgO4ClQ?authuser=0&hl=en&rclk=1
Flushing House,4.4,,Retirement community,38-20 Bowne St,,,https://flushinghouse.com/,https://www.google.com/maps/place/Flushing+House/data=!4m7!3m6!1s0x89c26010a5ce179b:0xba570957500ec5d8!8m2!3d40.7617278!4d-73.8251875!16s%2Fg%2F1tg2ll9q!19sChIJmxfOpRBgwokR2MUOUFcJV7o?authuser=0&hl=en&rclk=1
Bronx Independent Living Services,4.1,,Social services organization,2330 A Hoffman St,,Open · Closes 5 PM,https://bils.org/,https://www.google.com/maps/place/Bronx+Independent+Living+Services/data=!4m7!3m6!1s0x89c2f47cc10b095f:0xf1b13635f34e522f!8m2!3d40.854481!4d-73.889366!16s%2Fg%2F1vb9d_b0!19sChIJXwkLwXz0wokRL1JO8zU2sfE?authuser=0&hl=en&rclk=1
Independent Living,5.0,,Assisted living facility,365 Carlton Ave,,,https://myindependentliving.org/,https://www.google.com/maps/place/Independent+Living/data=!4m7!3m6!1s0x89c25bb08002a309:0xbd3bd8cb9ac53329!8m2!3d40.686736!4d-73.971251!16s%2Fg%2F1tk8phy4!19sChIJCaMCgLBbwokRKTPFmsvYO70?authuser=0&hl=en&rclk=1
Pierrepont House For The Elderly,4.2,,Senior citizen center,55 Pierrepont St,,Open · Closes 5 PM,,https://www.google.com/maps/place/Pierrepont+House+For+The+Elderly/data=!4m7!3m6!1s0x89c25a47deaf1caf:0xbd8af9309b50973a!8m2!3d40.6959875!4d-73.9950922!16s%2Fg%2F11bbrnkzh9!19sChIJrxyv3kdawokROpdQmzD5ir0?authuser=0&hl=en&rclk=1
Independent Living Association,4.5,,Non-profit organization,110 York St #3,,,http://ilaonline.org/,https://www.google.com/maps/place/Independent+Living+Association/data=!4m7!3m6!1s0x89c25a338975c6e9:0xbd9823757563a277!8m2!3d40.7013681!4d-73.9869429!16s%2Fg%2F1tr7k9hr!19sChIJ6cZ1iTNawokRd6JjdXUjmL0?authuser=0&hl=en&rclk=1
Quincy Senior Residences LP,4.5,,Senior citizen center,625 Quincy St #1,,,,https://www.google.com/maps/place/Quincy+Senior+Residences+LP/data=!4m7!3m6!1s0x89c25c0aceb5cc39:0x9ec7b658e9f6102a!8m2!3d40.6890938!4d-73.9340074!16s%2Fg%2F1tff8jlm!19sChIJOcy1zgpcwokRKhD26Vi2x54?authuser=0&hl=en&rclk=1
SAGE Center Brooklyn at Stonewall House,4.8,,Senior citizen center,271 Myrtle Ave,,Open · Closes 5 PM,,https://www.google.com/maps/place/SAGE+Center+Brooklyn+at+Stonewall+House/data=!4m7!3m6!1s0x89c25b7fefa16ec5:0x6ebcea32a2f26fb4!8m2!3d40.6936361!4d-73.9782929!16s%2Fg%2F11kn3t43h8!19sChIJxW6h739bwokRtG_yojLqvG4?authuser=0&hl=en&rclk=1
Madison York Assisted Living,4.1,,Assisted living facility,112-14 Corona Ave.,,Open 24 hours,https://www.madisonyorkalc.com/,https://www.google.com/maps/place/Madison+York+Assisted+Living/data=!4m7!3m6!1s0x89c25fd38cb2e4f1:0x65e225baf0fff9ad!8m2!3d40.7395811!4d-73.8482273!16s%2Fg%2F11hcdw9xxq!19sChIJ8eSyjNNfwokRrfn_8Lol4mU?authuser=0&hl=en&rclk=1
Cumberland Gardens,4.5,,Real estate agency,425 Cumberland St #1,,Open 24 hours,http://www.nyfsc.org/,https://www.google.com/maps/place/Cumberland+Gardens/data=!4m7!3m6!1s0x89c25baf8bc62a31:0x63192a77c2aa265c!8m2!3d40.6830433!4d-73.9714537!16s%2Fg%2F1v2yzsjm!19sChIJMSrGi69bwokRXCaqwncqGWM?authuser=0&hl=en&rclk=1
