name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Claremont Retirement Village,4.4,,Retirement community,7041 Bent Tree Blvd,,Open · Closes 6 PM,http://www.crvillage.com/,https://www.google.com/maps/place/Claremont+Retirement+Village/data=!4m7!3m6!1s0x883892aae505eda9:0x87fa8b4a6b0bfbb0!8m2!3d40.1003667!4d-83.0813127!16s%2Fg%2F1tcx7p9n!19sChIJqe0F5aqSOIgRsPsLa0qL-oc?authuser=0&hl=en&rclk=1
Rittenhouse Village Gahanna,4.2,,Retirement community,1201 Riva Ridge Ct,,Open 24 hours,https://rittenhousevillagegahanna.seniorlivingnearme.com/,https://www.google.com/maps/place/Rittenhouse+Village+Gahanna/data=!4m7!3m6!1s0x883860fd29650a33:0x6989323aa8d70fd8!8m2!3d40.0502157!4d-82.853669!16s%2Fg%2F1tgqk24y!19sChIJMwplKf1gOIgR2A_XqDoyiWk?authuser=0&hl=en&rclk=1
Commons At Livingston,4.4,,Senior citizen center,3349 E Livingston Ave,,Open 24 hours,http://www.nationalchurchresidences.org/communities/oh/columbus/commons-at-livingston,https://www.google.com/maps/place/Commons+At+Livingston/data=!4m7!3m6!1s0x8838884155555555:0x489d4082f342a1fe!8m2!3d39.9447163!4d-82.9077824!16s%2Fg%2F1thq1cdh!19sChIJVVVVVUGIOIgR_qFC84JAnUg?authuser=0&hl=en&rclk=1
Hilltop Senior Village,4.2,,Senior citizen center,300 Overstreet Way,,Open 24 hours,,https://www.google.com/maps/place/Hilltop+Senior+Village/data=!4m7!3m6!1s0x8838900c45d60633:0x9e5dc1592ebd21c5!8m2!3d39.946438!4d-83.0955991!16s%2Fg%2F1tf6x_zm!19sChIJMwbWRQyQOIgRxSG9LlnBXZ4?authuser=0&hl=en&rclk=1
United Church Homes - The Polaris Community (Polaris Retirement Community),4.1,,Retirement community,9180 Antares Ave,,Closes soon · Opens 9 AM Tue,http://www.polariscommunity.org/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&https://www.polariscommunity.org/?utm_source=Google+Organic+Profile&utm_medium=website&utm_campaign=Google+Organic+,https://www.google.com/maps/place/United+Church+Homes+-+The+Polaris+Community+%28Polaris+Retirement+Community%29/data=!4m7!3m6!1s0x8838f387d743d60f:0xcbd7ef2761a06b1e!8m2!3d40.1489512!4d-82.990953!16s%2Fg%2F11hbvsdj7q!19sChIJD9ZD14fzOIgRHmugYSfv18s?authuser=0&hl=en&rclk=1
Nazareth Towers,3.8,,Retirement community,300 E Rich St,,Closes soon · Opens 9 AM Tue,https://st-residential.com/2024/04/02/nazareth-towers/,https://www.google.com/maps/place/Nazareth+Towers/data=!4m7!3m6!1s0x883888cb7ad669e3:0xa4debcf67795a2c7!8m2!3d39.9587359!4d-82.991259!16s%2Fg%2F1tklr6j7!19sChIJ42nWesuIOIgRx6KVd_a83qQ?authuser=0&hl=en&rclk=1
Stone Oak Retirement Community,4.7,,Retirement community,4160 Trueman Blvd,,Open 24 hours,https://rlcommunities.com/communities/ohio/stone-oak-retirement/,https://www.google.com/maps/place/Stone+Oak+Retirement+Community/data=!4m7!3m6!1s0x8838923237566de3:0xa62ef0dedba23766!8m2!3d40.0387458!4d-83.121109!16s%2Fg%2F11b5plz0tr!19sChIJ421WNzKSOIgRZjei297wLqY?authuser=0&hl=en&rclk=1
Verena at Hilliard,4.6,,Retirement community,4522 Hickory Chase Way,,Open · Closes 6 PM,https://verenaathilliard.com/,https://www.google.com/maps/place/Verena+at+Hilliard/data=!4m7!3m6!1s0x8838937702fbdf85:0x5726dfe32c4d90f1!8m2!3d40.0457385!4d-83.1348377!16s%2Fg%2F11nxqq1w3_!19sChIJhd_7AneTOIgR8ZBNLOPfJlc?authuser=0&hl=en&rclk=1
Wesley Woods,4.3,,Retirement community,4588 Wesley Wds Blvd,,Open 24 hours,https://lec.org/communities/wesley-woods,https://www.google.com/maps/place/Wesley+Woods/data=!4m7!3m6!1s0x88386091a7fe1865:0x8abfbfe12b542b7e!8m2!3d40.0740631!4d-82.8516144!16s%2Fg%2F11c1xn54vl!19sChIJZRj-p5FgOIgRfitUK-G_v4o?authuser=0&hl=en&rclk=1
Lincoln Gardens,4.4,,Non-profit organization,110 Sturbridge Rd,,Closed · Opens 9 AM Tue,http://www.nationalchurchresidences.org/communities/oh/columbus/lincoln-gardens,https://www.google.com/maps/place/Lincoln+Gardens/data=!4m7!3m6!1s0x88389090eedfbac5:0xf4b09948ac3395c0!8m2!3d39.9544895!4d-83.1347775!16s%2Fg%2F1tf58kf3!19sChIJxbrf7pCQOIgRwJUzrEiZsPQ?authuser=0&hl=en&rclk=1
The Ashford at Sturbridge,4.1,,Assisted living facility,3700 Sturbridge Ct,,Open 24 hours,https://theashfordatsturbridge.com/,https://www.google.com/maps/place/The+Ashford+at+Sturbridge/data=!4m7!3m6!1s0x8838931168dbb373:0x99ffe25ee5d0fe6e!8m2!3d40.027484!4d-83.1639605!16s%2Fg%2F11gpndpqns!19sChIJc7PbaBGTOIgRbv7Q5V7i_5k?authuser=0&hl=en&rclk=1
Walnut Trace,5.0,,Retirement community,389 Olde Ridenour Rd,,Open 24 hours,https://www.nationalchurchresidences.org/communities/walnut-trace/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Walnut+Trace/data=!4m7!3m6!1s0x8838619d4d060de5:0x1e52458a62973089!8m2!3d40.0285758!4d-82.8811569!16s%2Fg%2F11mxdmhly2!19sChIJ5Q0GTZ1hOIgRiTCXYopFUh4?authuser=0&hl=en&rclk=1
