name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Merrill Gardens at Green Valley Ranch,4.0,,Retirement community,1935 Paseo Verde Pkwy,,Open 24 hours,https://www.merrillgardens.com/senior-living/nv/henderson/merrill-gardens-at-green-valley-ranch/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Merrill+Gardens+at+Green+Valley+Ranch/data=!4m7!3m6!1s0x80c8d1945e48974f:0xdda93522c1569123!8m2!3d36.0208004!4d-115.0670901!16s%2Fg%2F1tf36716!19sChIJT5dIXpTRyIARI5FWwSI1qd0?authuser=0&hl=en&rclk=1
Southern Nevada Centers for Independent Living (SNCIL),4.3,,Social services organization,2950 S Rainbow Blvd #220,,,http://www.sncil.org/,https://www.google.com/maps/place/Southern+Nevada+Centers+for+Independent+Living+%28SNCIL%29/data=!4m7!3m6!1s0x1525c4517aefb79d:0x1eda1f315bc2067a!8m2!3d36.1358498!4d-115.2424!16s%2Fg%2F1q6j2xtk5!19sChIJnbfvelHEJRURegbCWzEf2h4?authuser=0&hl=en&rclk=1
Liora Henderson,4.7,,Retirement community,1525 Wigwam Pkwy,,Open 24 hours,https://www.liorahenderson.com/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Liora+Henderson/data=!4m7!3m6!1s0x80c8d1a6b55528b3:0x8303d6806328dc76!8m2!3d36.032981!4d-115.0512025!16s%2Fg%2F11dxbn_2qq!19sChIJsyhVtabRyIARdtwoY4DWA4M?authuser=0&hl=en&rclk=1
Sun City Summerlin Community,4.7,,Retirement community,9107 Del Webb Blvd,,Open · Closes 4:30 PM,https://suncitysummerlin.com/,https://www.google.com/maps/place/Sun+City+Summerlin+Community/data=!4m7!3m6!1s0x80c8954f192073e9:0x24cb01d66638719e!8m2!3d36.2110995!4d-115.2937718!16s%2Fg%2F113kd66l5!19sChIJ6XMgGU-VyIARnnE4ZtYByyQ?authuser=0&hl=en&rclk=1
Vista Park Retirement Community,4.7,,Retirement community,4190 Farm Rd,,Open 24 hours,https://rlcommunities.com/communities/nevada/vista-park-retirement/,https://www.google.com/maps/place/Vista+Park+Retirement+Community/data=!4m7!3m6!1s0x80c8ed181c497e07:0x4a4f93c7f2152b7!8m2!3d36.299647!4d-115.1961079!16s%2Fg%2F11jgtcwbll!19sChIJB35JHBjtyIARt1Ihfzz5pAQ?authuser=0&hl=en&rclk=1
Tropicana Palms 55+ Community Las Vegas Nevada,4.0,,Retirement community,6420 E Tropicana Ave Lot 342,,Open · Closes 5 PM,http://www.cal-am.com/communities/tropicana-palms,https://www.google.com/maps/place/Tropicana+Palms+55%2B+Community+Las+Vegas+Nevada/data=!4m7!3m6!1s0x80c8da6f1d438db3:0x9e3e4cddbfa6c43f!8m2!3d36.1022824!4d-115.0304558!16s%2Fg%2F1td2zr77!19sChIJs41DHW_ayIARP8Smv91MPp4?authuser=0&hl=en&rclk=1
Versailles Apartments Senior Living,4.3,,Apartment complex,2651 Clark Towers Ct,,Open · Closes 5 PM,http://www.versaillesapartmenthomes.com/,https://www.google.com/maps/place/Versailles+Apartments+Senior+Living/data=!4m7!3m6!1s0x80c8c3ffcfeb6891:0xa7d223264ae4b7b3!8m2!3d36.1420073!4d-115.1880841!16s%2Fg%2F1263d_n38!19sChIJkWjrz__DyIARs7fkSiYj0qc?authuser=0&hl=en&rclk=1
Sunrise Senior Village,4.5,,Apartment complex,571 N 30th St,,Open · Closes 5 PM,https://www.liveatsunriseseniorvillagenv.com/,https://www.google.com/maps/place/Sunrise+Senior+Village/data=!4m7!3m6!1s0x80c8c345cee86049:0xaf602058de4fedd1!8m2!3d36.1722798!4d-115.1076741!16s%2Fg%2F1txfpfdq!19sChIJSWDozkXDyIAR0e1P3lggYK8?authuser=0&hl=en&rclk=1
Cactus Valley Retirement Resort,4.7,,Retirement community,11088 Amigo St,,Open 24 hours,https://rlcommunities.com/communities/nevada/cactus-valley-retirement/,https://www.google.com/maps/place/Cactus+Valley+Retirement+Resort/data=!4m7!3m6!1s0x80c8cc49aba9500d:0x75ec5981fdb5e67d!8m2!3d35.989585!4d-115.1406502!16s%2Fg%2F11g9qjwnsq!19sChIJDVCpq0nMyIARfea1_YFZ7HU?authuser=0&hl=en&rclk=1
Vintage Desert Rose Senior Apartments | Affordable Apartments 55+,4.0,,Apartment complex,1701 N Jones Blvd,,Open · Closes 5:30 PM,https://vintagedesertrose.usamfm.com/?utm_source=GMB&utm_medium=organic,https://www.google.com/maps/place/Vintage+Desert+Rose+Senior+Apartments+%7C+Affordable+Apartments+55%2B/data=!4m7!3m6!1s0x80c8c1b778a3ad81:0x94df65f5cfdfbbf8!8m2!3d36.1900832!4d-115.2250179!16s%2Fg%2F1tmpkspk!19sChIJga2jeLfByIAR-Lvfz_Vl35Q?authuser=0&hl=en&rclk=1
Sienna Senior Apartments,4.5,,Apartment complex,4175 S Decatur Blvd,,Open · Closes 3:30 PM,https://www.siennaseniorapartments.com/,https://www.google.com/maps/place/Sienna+Senior+Apartments/data=!4m7!3m6!1s0x80c8c6959669a015:0xa225450e378ff6d!8m2!3d36.113958!4d-115.208651!16s%2Fg%2F1tdvdw16!19sChIJFaBplpXGyIARbf9441BUIgo?authuser=0&hl=en&rclk=1
Country Club at Valley View - 55+ Senior Apartments,4.9,,Apartment rental agency,1400 S Valley View Blvd,,Open · Closes 6 PM,https://www.countryclubatvalleyview.com/?rcstdid=Mg==YRjTEizZPgM=&utm_source=GMB&utm_medium=organic,https://www.google.com/maps/place/Country+Club+at+Valley+View+-+55%2B+Senior+Apartments/data=!4m7!3m6!1s0x80c8c15edf18cabd:0x92ad79e620c6479c!8m2!3d36.1552217!4d-115.1920886!16s%2Fg%2F1vr1wxnm!19sChIJvcoY317ByIARnEfGIOZ5rZI?authuser=0&hl=en&rclk=1
Country Club at The Meadows - 55+ Senior Apartments,4.5,,Apartment rental agency,300 Promenade Blvd,,Open · Closes 6 PM,https://www.countryclubatthemeadows.com/?rcstdid=Mg==YRjTEizZPgM=&utm_source=GMB&utm_medium=organic,https://www.google.com/maps/place/Country+Club+at+The+Meadows+-+55%2B+Senior+Apartments/data=!4m7!3m6!1s0x80c8c1733bf3e4b9:0x9a3957f40062784e!8m2!3d36.168518!4d-115.2115508!16s%2Fg%2F1th87dhq!19sChIJueTzO3PByIARTnhiAPRXOZo?authuser=0&hl=en&rclk=1
