name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Springs Ranch Memory Care Community,4.5,,Assisted living facility,3315 Emmett View Dr,,Open 24 hours,https://koelschseniorcommunities.com/senior-living/co/colorado-springs/memory-care/springs-ranch/?utm_campaign=gmb&utm_medium=organic&utm_source=local,https://www.google.com/maps/place/Springs+Ranch+Memory+Care+Community/data=!4m7!3m6!1s0x8713487bfffffff3:0xf182cb91afa509ec!8m2!3d38.8814761!4d-104.7143615!16s%2Fg%2F11g8wq1qm3!19sChIJ8____3tIE4cR7Amlr5HLgvE?authuser=0&hl=en&rclk=1
StoneCreek of Flying Horse Senior Living,4.4,,Assisted living facility,1889 Silversmith Rd,,Open 24 hours,https://www.civitasseniorliving.com/stonecreek-of-flying-horse/,https://www.google.com/maps/place/StoneCreek+of+Flying+Horse+Senior+Living/data=!4m7!3m6!1s0x87134d37cd3f1ac5:0xbaad7bac7db10031!8m2!3d39.0245857!4d-104.7932205!16s%2Fg%2F11mn8656ym!19sChIJxRo_zTdNE4cRMQCxfax7rbo?authuser=0&hl=en&rclk=1
Garden Ranch Assisted Living,4.6,,Assisted living facility,5075 Saddle Dr,,Open 24 hours,http://gardenranch.com/,https://www.google.com/maps/place/Garden+Ranch+Assisted+Living/data=!4m7!3m6!1s0x87134f1b3162d15d:0xbb1311a29466c54e!8m2!3d38.9047872!4d-104.7867473!16s%2Fg%2F1tfg83lw!19sChIJXdFiMRtPE4cRTsVmlKIRE7s?authuser=0&hl=en&rclk=1
Springs Village Care Center,3.7,,Assisted living facility,110 Van Buren St,,Open 24 hours,https://stellarliving.com/communities/colorado-springs-co-village-care-center/,https://www.google.com/maps/place/Springs+Village+Care+Center/data=!4m7!3m6!1s0x87134ff5013bf253:0xeb518d6773dcbafc!8m2!3d38.868108!4d-104.824787!16s%2Fg%2F1tcylhcx!19sChIJU_I7AfVPE4cR_Lrcc2eNUes?authuser=0&hl=en&rclk=1
Myron Stratton Home,3.9,,Assisted living facility,2525 CO-115,,Open · Closes 4:30 PM,http://www.myronstratton.org/,https://www.google.com/maps/place/Myron+Stratton+Home/data=!4m7!3m6!1s0x871344999f1cba39:0x592153325cbd04da!8m2!3d38.7926948!4d-104.8175253!16s%2Fg%2F1v0ll6zr!19sChIJObocn5lEE4cR2gS9XDJTIVk?authuser=0&hl=en&rclk=1
Constant Care,3.7,,Association / Organization,11 Westmark Ave,,Open 24 hours,https://constantcareassistedliving.com/about-us/,https://www.google.com/maps/place/Constant+Care/data=!4m7!3m6!1s0x871343849ed15555:0x5962c1ecc239c45b!8m2!3d38.7793241!4d-104.7925911!16s%2Fg%2F11s0skrc2t!19sChIJVVXRnoRDE4cRW8Q5wuzBYlk?authuser=0&hl=en&rclk=1
Mount St. Francis Nursing Center,4.1,,Nursing home,7550 Assisi Heights,,Open · Closes 8 PM,https://www.mountain.commonspirit.org/location/mount-st-francis-nursing-center,https://www.google.com/maps/place/Mount+St.+Francis+Nursing+Center/data=!4m7!3m6!1s0x87135223bf083605:0xa8c6257d6e8e9ae4!8m2!3d38.9477972!4d-104.875859!16s%2Fg%2F1tflmw_4!19sChIJBTYIvyNSE4cR5JqObn0lxqg?authuser=0&hl=en&rclk=1
Pikes Peak Post Acute,4.0,,Nursing home,2719 N Union Blvd,,Open 24 hours,http://pikespeakpa.com/,https://www.google.com/maps/place/Pikes+Peak+Post+Acute/data=!4m7!3m6!1s0x87134fcfb53d7e3b:0xdf50e15ca21ff7a3!8m2!3d38.8708128!4d-104.7934226!16s%2Fg%2F11vr9w73zb!19sChIJO349tc9PE4cRo_cfolzhUN8?authuser=0&hl=en&rclk=1
Mountain View Post Acute,4.1,,Nursing home,835 Tenderfoot Hill Rd,,Open 24 hours,https://mountainview-pa.com/,https://www.google.com/maps/place/Mountain+View+Post+Acute/data=!4m7!3m6!1s0x8713450022e5d86f:0x2e2d70c82b359dba!8m2!3d38.7931773!4d-104.8119859!16s%2Fg%2F11vqby9d1j!19sChIJb9jlIgBFE4cRup01K8hwLS4?authuser=0&hl=en&rclk=1
Constant Care V Assisted Living - Formerly Life Quality Homes,3.8,,Assisted living facility,427 W Cheyenne Rd,,Open 24 hours,,https://www.google.com/maps/place/Constant+Care+V+Assisted+Living+-+Formerly+Life+Quality+Homes/data=!4m7!3m6!1s0x871344c805965fa3:0xa3d4eb5c90386abe!8m2!3d38.8038742!4d-104.834431!16s%2Fg%2F1tk6_z8s!19sChIJo1-WBchEE4cRvmo4kFzr1KM?authuser=0&hl=en&rclk=1
CarePatrol of Colorado Springs-Pueblo,5.0,,Consultant,10 E Monument St Suite 120,,Open 24 hours,https://www.carepatrol.com/advisors/laura-cooley/ColoradoSprings/,https://www.google.com/maps/place/CarePatrol+of+Colorado+Springs-Pueblo/data=!4m7!3m6!1s0x876cd3c1a678936d:0xc318d837aff9d355!8m2!3d38.8440278!4d-104.8241534!16s%2Fg%2F11j4vmynj9!19sChIJbZN4psHTbIcRVdP5rzfYGMM?authuser=0&hl=en&rclk=1
Solange at the Lodge,,,Assisted living facility,1420 E Fountain Blvd,,,https://www.solangealfs.com/our-homes/solange-at-the-lodge/,https://www.google.com/maps/place/Solange+at+the+Lodge/data=!4m7!3m6!1s0x871344f882964aa9:0x9ccb9fb89bdaf97e!8m2!3d38.8211404!4d-104.7988272!16s%2Fg%2F11j_14tdz5!19sChIJqUqWgvhEE4cRfvnam7ify5w?authuser=0&hl=en&rclk=1
Limelight Assisted Living- N Logan,2.3,,Assisted living facility,311 N Logan Ave,,,https://solangealfs.com/,https://www.google.com/maps/place/Limelight+Assisted+Living-+N+Logan/data=!4m7!3m6!1s0x8713459b516f7a99:0x8b19336bb3114784!8m2!3d38.8379675!4d-104.7985989!16s%2Fg%2F11t0rh8t4g!19sChIJmXpvUZtFE4cRhEcRs2szGYs?authuser=0&hl=en&rclk=1
