name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Seasons Memory care at Shavano Park,4.6,,Assisted living facility,3411 Paesanos Pkwy,,Open 24 hours,https://www.seasonsalzcare.com/,https://www.google.com/maps/place/Seasons+Memory+care+at+Shavano+Park/data=!4m7!3m6!1s0x865c61647148649d:0x3c6535f7c9cf95c5!8m2!3d29.6002207!4d-98.5458606!16s%2Fg%2F11sdnjxdjj!19sChIJnWRIcWRhXIYRxZXPyfc1ZTw?authuser=0&hl=en&rclk=1
Seasons Alzheimer’s Care and Assisted Living,4.5,,Assisted living facility,8245 Old Tezel Rd,,Open 24 hours,https://www.seasonsalzcare.com/,https://www.google.com/maps/place/Seasons+Alzheimer%E2%80%99s+Care+and+Assisted+Living/data=!4m7!3m6!1s0x865c8c5c5048133d:0xde89bf7b7885e490!8m2!3d29.518194!4d-98.6601806!16s%2Fg%2F11clyt77js!19sChIJPRNIUFyMXIYRkOSFeHu_id4?authuser=0&hl=en&rclk=1
"Red Oak Memory Care, LLC",4.2,,Assisted living facility,13311 Cassia Way,,Open 24 hours,http://www.redoakmemorycare.com/,"https://www.google.com/maps/place/Red+Oak+Memory+Care,+LLC/data=!4m7!3m6!1s0x865c8b820f52f775:0x25b474c3c3703b7d!8m2!3d29.5629433!4d-98.4731432!16s%2Fg%2F11frqvfgny!19sChIJdfdSD4KLXIYRfTtww8N0tCU?authuser=0&hl=en&rclk=1"
Bader House Memory Care of Shavano Texas,4.2,,Assisted living facility,3411 Paesanos Pkwy,,Open 24 hours,https://baderhouse.com/,https://www.google.com/maps/place/Bader+House+Memory+Care+of+Shavano+Texas/data=!4m7!3m6!1s0x865c615dd8eba6bd:0x61a5ed364f7f107f!8m2!3d29.6002096!4d-98.5458042!16s%2Fg%2F11c0vjc_x0!19sChIJvabr2F1hXIYRfxB_TzbtpWE?authuser=0&hl=en&rclk=1
Seasons Alzheimer's Care and Assisted Living,4.2,,Assisted living facility,15170 Nacogdoches Rd,,Open 24 hours,https://www.seasonsalzcare.com/,https://www.google.com/maps/place/Seasons+Alzheimer%27s+Care+and+Assisted+Living/data=!4m7!3m6!1s0x865c8ddfaf9feb9f:0x848aa8a986130172!8m2!3d29.5802488!4d-98.3692131!16s%2Fg%2F11t6kykd91!19sChIJn-ufr9-NXIYRcgEThqmoioQ?authuser=0&hl=en&rclk=1
BeeHive Homes of Crownridge Assisted Living & Memory Care,5.0,,Assisted living facility,6919 Camp Bullis Rd,,Open · Closes 5 PM,https://beehivehomes.com/locations/san-antonio,https://www.google.com/maps/place/BeeHive+Homes+of+Crownridge+Assisted+Living+%26+Memory+Care/data=!4m7!3m6!1s0x865c6563b0a1a0a3:0x44ba5eba32de281!8m2!3d29.6148072!4d-98.6194012!16s%2Fg%2F11h3znhrgq!19sChIJo6ChsGNlXIYRgeIto-ulSwQ?authuser=0&hl=en&rclk=1
Pecan Views Senior Care,5.0,,Assisted living facility,6960 Pembroke Rd,,Open · Closes 7 PM,https://pecanviews.com/,https://www.google.com/maps/place/Pecan+Views+Senior+Care/data=!4m7!3m6!1s0x865c67f44e1ea547:0x685c33955a495f7b!8m2!3d29.5370217!4d-98.6253818!16s%2Fg%2F11fpkm22m6!19sChIJR6UeTvRnXIYRe19JWpUzXGg?authuser=0&hl=en&rclk=1
Brookdale Nacogdoches,4.6,,Assisted living facility,14595 Nacogdoches Rd,,Open 24 hours,https://www.brookdale.com/en/communities/brookdale-nacogdoches.html?cid=yext,https://www.google.com/maps/place/Brookdale+Nacogdoches/data=!4m7!3m6!1s0x865c8c6176902e93:0x183948caca20574d!8m2!3d29.573611!4d-98.3790332!16s%2Fg%2F1tyyxjpb!19sChIJky6QdmGMXIYRTVcgyspIORg?authuser=0&hl=en&rclk=1
Joy Memory Elderly Care,5.0,,Assisted living facility,3235 Rock Creek Run,,Open · Closes 5 PM,https://www.joymemoryelderlycare.info/,https://www.google.com/maps/place/Joy+Memory+Elderly+Care/data=!4m7!3m6!1s0x865c61e27fcd4b15:0xa4ddef5bd3d3d91!8m2!3d29.5183261!4d-98.5475095!16s%2Fg%2F11y2nkw17d!19sChIJFUvNf-JhXIYRkT09vfXeTQo?authuser=0&hl=en&rclk=1
Brookdale Hamilton Wolfe,4.3,,Assisted living facility,5331 Hamilton Wolfe,,Open 24 hours,https://www.brookdale.com/en/communities/brookdale-hamilton-wolfe.html?cid=yext,https://www.google.com/maps/place/Brookdale+Hamilton+Wolfe/data=!4m7!3m6!1s0x865c675dd1608373:0x5389ce3631378f8e!8m2!3d29.5174461!4d-98.5920657!16s%2Fg%2F1tl8l3t6!19sChIJc4Ng0V1nXIYRjo83MTbOiVM?authuser=0&hl=en&rclk=1
Independence Hill Assisted Living,4.3,,Assisted living facility,20500 Huebner Rd,,Open 24 hours,https://www.independencehill.com/,https://www.google.com/maps/place/Independence+Hill+Assisted+Living/data=!4m7!3m6!1s0x865c63d9ecd80d17:0x37b43f7c32bcebd!8m2!3d29.6253008!4d-98.4898252!16s%2Fg%2F1tn4yl8r!19sChIJFw3Y7NljXIYRvc4rw_dDewM?authuser=0&hl=en&rclk=1
Hearthstone Memory Care,3.9,,Assisted living facility,10107 Military Dr W,,Open · Closes 5 PM,http://www.hearthstone.care/,https://www.google.com/maps/place/Hearthstone+Memory+Care/data=!4m7!3m6!1s0x865c43439cad2a4b:0x728a0a5e701a2087!8m2!3d29.451958!4d-98.683154!16s%2Fg%2F11w1cb69qm!19sChIJSyqtnENDXIYRhyAacF4KinI?authuser=0&hl=en&rclk=1
Imagine Wellness Assisted Living,5.0,,Assisted living facility,13919 Ridge Oak Pkwy,,Open · Closes 5 PM,http://imaginewellnessassistedliving.com/,https://www.google.com/maps/place/Imagine+Wellness+Assisted+Living/data=!4m7!3m6!1s0x865c67d382e1622d:0x57eabfafb95fad0d!8m2!3d29.5747928!4d-98.6246337!16s%2Fg%2F11hf21d0pm!19sChIJLWLhgtNnXIYRDa1fua-_6lc?authuser=0&hl=en&rclk=1
The Cottages at Danny Kaye,4.7,,Assisted living facility,5962 Danny Kaye Dr,,Open 24 hours,,https://www.google.com/maps/place/The+Cottages+at+Danny+Kaye/data=!4m7!3m6!1s0x865c6761d542c8dd:0x10b612c062051e4c!8m2!3d29.5110321!4d-98.5972137!16s%2Fg%2F11ddxqr7rf!19sChIJ3chC1WFnXIYRTB4FYsASthA?authuser=0&hl=en&rclk=1
Brookdale Medical Center Kingsley,4.2,,Assisted living facility,9000 Floyd Curl Dr,,Open 24 hours,https://www.brookdale.com/en/communities/brookdale-medical-center-kingsley.html?cid=yext,https://www.google.com/maps/place/Brookdale+Medical+Center+Kingsley/data=!4m7!3m6!1s0x865c6743d724d30b:0x2621175094448b41!8m2!3d29.5280542!4d-98.5907032!16s%2Fg%2F1td6n20c!19sChIJC9Mk10NnXIYRQYtElFAXISY?authuser=0&hl=en&rclk=1
Aging Gracefully LLC,5.0,,Assisted living facility,6202 Hollyhock Rd,,,,https://www.google.com/maps/place/Aging+Gracefully+LLC/data=!4m7!3m6!1s0x865c67ba40bcece9:0x4d8063ed8fd778c6!8m2!3d29.5315237!4d-98.6097469!16s%2Fg%2F11rf7w0tmq!19sChIJ6ey8QLpnXIYRxnjXj-1jgE0?authuser=0&hl=en&rclk=1
DeerView Assisted Living,5.0,,Assisted living facility,5606 Merkens Dr,,Open · Closes 7:30 PM,https://www.deerviewassistedliving.com/,https://www.google.com/maps/place/DeerView+Assisted+Living/data=!4m7!3m6!1s0x865c5de0ee3b45fd:0x5c08a895189f31e5!8m2!3d29.5001421!4d-98.596207!16s%2Fg%2F11vcs90j3q!19sChIJ_UU77uBdXIYR5TGfGJWoCFw?authuser=0&hl=en&rclk=1
Adante Independent Living,4.7,,Retirement home,2702 Cembalo Blvd,,Open 24 hours,https://www.adanteindependentliving.com/,https://www.google.com/maps/place/Adante+Independent+Living/data=!4m7!3m6!1s0x865c60f7abc0b11b:0xfa26d1b0b3a6fd6d!8m2!3d29.5476921!4d-98.5315486!16s%2Fg%2F1tf65x8t!19sChIJG7HAq_dgXIYRbf2ms7DRJvo?authuser=0&hl=en&rclk=1
