name,rating,reviews,category,address_lane1,phone,status,website,maps_url
HearthStone at Nona Lakes,4.5,,Assisted living facility,10298 Savannah Park Dr,,Open 24 hours,https://hearthstonelivingfl.com/communities/nona-lakes/?utm_campaign=gmb,https://www.google.com/maps/place/HearthStone+at+Nona+Lakes/data=!4m7!3m6!1s0x88e76167b0453c43:0x995b27d0c66793eb!8m2!3d28.418152!4d-81.241167!16s%2Fg%2F11tsq0b962!19sChIJQzxFsGdh54gR65NnxtAnW5k?authuser=0&hl=en&rclk=1
Grand Villa of Altamonte Springs,4.8,,Assisted living facility,433 Orange Dr,,Open 24 hours,https://www.altamontespringsseniorliving.com/?utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Grand+Villa+of+Altamonte+Springs/data=!4m7!3m6!1s0x88e7719bc5ef49c7:0x860646e30a4af739!8m2!3d28.6613894!4d-81.3764515!16s%2Fg%2F1vsps9sw!19sChIJx0nvxZtx54gROfdKCuNGBoY?authuser=0&hl=en&rclk=1
Ponce Adult Family Care,5.0,,Assisted living facility,7224 Jaffery Ct,,Open 24 hours,https://ponceafc.com/,https://www.google.com/maps/place/Ponce+Adult+Family+Care/data=!4m7!3m6!1s0x88e779e6549366a1:0xf580edc7a674e983!8m2!3d28.5132032!4d-81.4892739!16s%2Fg%2F11yq6xh4cl!19sChIJoWaTVOZ554gRg-l0psftgPU?authuser=0&hl=en&rclk=1
Inspired Living Ocoee,4.3,,Assisted living facility,1061 Tomyn Blvd,,Open 24 hours,https://inspiredlivingatocoee.com/,https://www.google.com/maps/place/Inspired+Living+Ocoee/data=!4m7!3m6!1s0x88e7825206377675:0x38b1ac0ff5948cba!8m2!3d28.5391354!4d-81.55454!16s%2Fg%2F11clvg3jj_!19sChIJdXY3BlKC54gRuoyU9Q-ssTg?authuser=0&hl=en&rclk=1
Madison at Oviedo,4.4,,Assisted living facility,1725 Pine Bark Point,,Open 24 hours,https://atlasseniorliving.com/madison-oviedo/?utm_source=GBP&utm_medium=google+organic,https://www.google.com/maps/place/Madison+at+Oviedo/data=!4m7!3m6!1s0x88e76eb5608a3423:0xad5bf615cdace70a!8m2!3d28.6470437!4d-81.2531658!16s%2Fg%2F1v44fsxb!19sChIJIzSKYLVu54gRCueszRX2W60?authuser=0&hl=en&rclk=1
"Aqua Home Care | Orlando, FL",5.0,,Home health care service,3101 Maguire Boulevard,,Open 24 hours,/aclk?sa=L&ai=DChsSEwj4jsWan4qVAxWOYUcBHU3CJxMYACICCAEQABoCcXU&co=1&ase=2&gclid=EAIaIQobChMI-I7Fmp-KlQMVjmFHAR1NwicTEBAYASAAEgLPUvD_BwE&cid=CAASuwHkaFzm3EzCmuk-xv3loRKqzSCBswEXnEvNnz5QATBz9NJGOBjRhqBdSqYnaBAWf0ehMLpzYA08u1w9H2j-tfNCZethvK5u0HXc_w3NcjIuXF9m1bV9xqN8-j6YQXaLlkBOh012hhXp2_HraxcIAUou2ortFvSW8OdSqqcwC6uYSWHMHM0EWfsxLKt31GIGHca-FMoFWXjvpB_MuI--dvfnV7pIMxQ_zV6izyO5ntXj-tQnholOi0FHqn8L&cce=2&category=acrcp_v1_32&sig=AOD64_2TA0oMhBK6_wwjW3VMe5WrFecSKQ&adurl&q&ctype=99&nis=6,"https://www.google.com/maps/place/Aqua+Home+Care+%7C+Orlando,+FL/data=!4m7!3m6!1s0x88e77b34b37ea783:0xe1f7d936dd22e333!8m2!3d28.557206!4d-81.343259!16s%2Fg%2F11j3scm106!19sChIJg6d-szR754gRM-Mi3TbZ9-E?authuser=0&hl=en&rclk=1"
Serenades at Longwood,4.6,,Assisted living facility,425 S Ronald Reagan Blvd,,Open 24 hours,https://sonataseniorliving.com/serenades-longwood/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Serenades+at+Longwood/data=!4m7!3m6!1s0x88e7720c71f5b68b:0xb4b54d54055879c8!8m2!3d28.6936217!4d-81.3452129!16s%2Fg%2F1vtzj0pd!19sChIJi7b1cQxy54gRyHlYBVRNtbQ?authuser=0&hl=en&rclk=1
Merino Assisted Living Facility,5.0,,Assisted living facility,1510 Dingens Ave,,Open 24 hours,https://www.merinoassistedliving.com/,https://www.google.com/maps/place/Merino+Assisted+Living+Facility/data=!4m7!3m6!1s0x88e7820d3ca0362f:0x27a34368e2de7206!8m2!3d28.5239105!4d-81.5247599!16s%2Fg%2F1vxcx76f!19sChIJLzagPA2C54gRBnLe4mhDoyc?authuser=0&hl=en&rclk=1
The Gardens of Eastbrooke,3.5,,Assisted living facility,201 Sunset Dr N,,Open 24 hours,https://www.gardensofeastbrooke.com/,https://www.google.com/maps/place/The+Gardens+of+Eastbrooke/data=!4m7!3m6!1s0x88e76dfdee46de07:0x833f0d00da611e9a!8m2!3d28.6768814!4d-81.3324358!16s%2Fg%2F1thgc8fq!19sChIJB95G7v1t54gRmh5h2gANP4M?authuser=0&hl=en&rclk=1
Brookdale Wekiwa Springs,4.0,,Assisted living facility,203 S Wekiwa Springs Rd,,Open 24 hours,https://www.brookdale.com/en/communities/brookdale-wekiwa-springs.html?cid=yext,https://www.google.com/maps/place/Brookdale+Wekiwa+Springs/data=!4m7!3m6!1s0x88e7768431ee7889:0xb39dfdf3df088749!8m2!3d28.6751633!4d-81.4654107!16s%2Fg%2F1tdp18s2!19sChIJiXjuMYR254gRSYcI3_P9nbM?authuser=0&hl=en&rclk=1
Madison at Ocoee,4.6,,Assisted living facility,80 N Clarke Rd,,Open 24 hours,https://atlasseniorliving.com/madison-ocoee/?utm_source=GBP&utm_medium=google+organic,https://www.google.com/maps/place/Madison+at+Ocoee/data=!4m7!3m6!1s0x88e7829f818b8899:0x1f2ff2e4aa40d48d!8m2!3d28.5705766!4d-81.5185359!16s%2Fg%2F1tdy9x3d!19sChIJmYiLgZ-C54gRjdRAquTyLx8?authuser=0&hl=en&rclk=1
"Vivant Senior Living, Memory Care Homes",5.0,,Assisted living facility,1190 Willa Vista Trail,,Closed · Opens 9 AM Tue,https://vivantseniorliving.com/,"https://www.google.com/maps/place/Vivant+Senior+Living,+Memory+Care+Homes/data=!4m7!3m6!1s0x88e771fefe5adf43:0x87ada679fc2898ac!8m2!3d28.6282349!4d-81.3790779!16s%2Fg%2F11fpl5_47d!19sChIJQ99a_v5x54gRrJgo_HmmrYc?authuser=0&hl=en&rclk=1"
Grand Living Park at Lake Mary,4.6,,Assisted living facility,1021 Royal Gardens Cir,,Open 24 hours,https://grandliving.com/communities/senior-living-park-at-lake-mary-florida/?utm_source=local-listing&utm_medium=organic,https://www.google.com/maps/place/Grand+Living+Park+at+Lake+Mary/data=!4m7!3m6!1s0x88e772c23d9f74f7:0x5cb740c1970f43ba!8m2!3d28.7480149!4d-81.3682518!16s%2Fg%2F1tgx2vmf!19sChIJ93SfPcJy54gRukMPl8FAt1w?authuser=0&hl=en&rclk=1
Serenades West Orange,4.8,,Assisted living facility,720 Roper Rd,,Open 24 hours,https://sonataseniorliving.com/serenades-west-orange/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Serenades+West+Orange/data=!4m7!3m6!1s0x88e78396604402ab:0x99c1cabbdab31cce!8m2!3d28.5355501!4d-81.5842934!16s%2Fg%2F1pzqqp2vg!19sChIJqwJEYJaD54gRzhyz2rvKwZk?authuser=0&hl=en&rclk=1
