name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Independent Living Resource Center San Francisco,3.5,,Non-profit organization,825 Howard St,,Open · Closes 4 PM,http://www.ilrcsf.org/,https://www.google.com/maps/place/Independent+Living+Resource+Center+San+Francisco/data=!4m7!3m6!1s0x808580874aebe2b5:0x579d60bc29a8d732!8m2!3d37.7826254!4d-122.4033086!16s%2Fg%2F11b5qvz48n!19sChIJteLrSoeAhYARMteoKbxgnVc?authuser=0&hl=en&rclk=1
1440 By The Bay Senior Living,4.7,,Retirement community,1440 40th St,,Open 24 hours,https://1440bythebay.com/,https://www.google.com/maps/place/1440+By+The+Bay+Senior+Living/data=!4m7!3m6!1s0x80857e157748cb6b:0x619f03e87fc235f6!8m2!3d37.829797!4d-122.2872733!16s%2Fg%2F1hc1rrvv2!19sChIJa8tIdxV-hYAR9jXCf-gDn2E?authuser=0&hl=en&rclk=1
Notre Dame Senior Plaza,4.7,,Senior citizen center,347 Dolores St,,Open · Closes 5 PM,https://www.mercyhousing.org/california/notre-dame-senior/,https://www.google.com/maps/place/Notre+Dame+Senior+Plaza/data=!4m7!3m6!1s0x808f7e18e89f4ca1:0x8f090d24a2c329b0!8m2!3d37.763854!4d-122.4258964!16s%2Fg%2F1v5fs3yl!19sChIJoUyf6Bh-j4ARsCnDoiQNCY8?authuser=0&hl=en&rclk=1
Cardinal Point,4.9,,Retirement community,2431 Mariner Square Dr,,Open 24 hours,http://cpseniorliving.com/,https://www.google.com/maps/place/Cardinal+Point/data=!4m7!3m6!1s0x808f80c595f19383:0x6327a74dbf05547f!8m2!3d37.790691!4d-122.277716!16s%2Fg%2F1tsykf12!19sChIJg5PxlcWAj4ARf1QFv02nJ2M?authuser=0&hl=en&rclk=1
Piedmont Gardens,4.5,,Retirement community,110 41st St,,Open · Closes 5 PM,https://www.humangood.org/piedmont-gardens,https://www.google.com/maps/place/Piedmont+Gardens/data=!4m7!3m6!1s0x80857df6fef967ef:0xbecf6a0b7d9069ab!8m2!3d37.8264133!4d-122.2508159!16s%2Fg%2F1tls31lx!19sChIJ72f5_vZ9hYARq2mQfQtqz74?authuser=0&hl=en&rclk=1
San Lorenzo Ruiz Center,5.0,,Apartment building,50 Rizal St,,,,https://www.google.com/maps/place/San+Lorenzo+Ruiz+Center/data=!4m7!3m6!1s0x8085807e68f6839b:0x75b9278f7be7e0ef!8m2!3d37.782047!4d-122.3994426!16s%2Fg%2F1v_ncq_q!19sChIJm4P2aH6AhYAR7-Dne48nuXU?authuser=0&hl=en&rclk=1
Presidio Gate Apartments,4.3,,Apartment building,2770 Lombard St,,Open · Closes 5 PM,https://www.chm.org/community-management/our-communities/,https://www.google.com/maps/place/Presidio+Gate+Apartments/data=!4m7!3m6!1s0x8085872b329eec69:0x56b20b583238c757!8m2!3d37.798827!4d-122.4468565!16s%2Fg%2F1v4pt6sg!19sChIJaeyeMiuHhYARV8c4MlgLslY?authuser=0&hl=en&rclk=1
Mary Helen Rogers Senior Community,4.4,,Gated community,701 Golden Gate Ave,,,,https://www.google.com/maps/place/Mary+Helen+Rogers+Senior+Community/data=!4m7!3m6!1s0x80858097882c9757:0x6b660e972028f76d!8m2!3d37.7807132!4d-122.4223271!16s%2Fg%2F12610k0v6!19sChIJV5csiJeAhYARbfcoIJcOZms?authuser=0&hl=en&rclk=1
Westborough Royale,3.8,,Assisted living facility,89 Westborough Blvd,,Open · Closes 6 PM,http://www.westboroughroyale.com/,https://www.google.com/maps/place/Westborough+Royale/data=!4m7!3m6!1s0x808f7977f373916d:0xe1edb4a94a10e365!8m2!3d37.6539343!4d-122.4349689!16s%2Fg%2F1tgqjngt!19sChIJbZFz83d5j4ARZeMQSqm07eE?authuser=0&hl=en&rclk=1
Community Living Campaign,5.0,,Association / Organization,1663 Mission St #525,,,http://sfcommunityliving.org/,https://www.google.com/maps/place/Community+Living+Campaign/data=!4m7!3m6!1s0x8085809cff64b12d:0xc60a9815b58728bd!8m2!3d37.7711574!4d-122.4194086!16s%2Fg%2F11cmq_jr85!19sChIJLbFk_5yAhYARvSiHtRWYCsY?authuser=0&hl=en&rclk=1
Vera Haile Senior Housing,4.7,,Aged care,129 Golden Gate Ave,,,https://www.mercyhousing.org/california/vera-haile-senior/,https://www.google.com/maps/place/Vera+Haile+Senior+Housing/data=!4m7!3m6!1s0x8085808532b9dc23:0x12f78161b1bfac16!8m2!3d37.7819217!4d-122.4126896!16s%2Fg%2F11ddwxbdzt!19sChIJI9y5MoWAhYARFqy_sWGB9xI?authuser=0&hl=en&rclk=1
Eastern Park Apartments,4.3,,Assisted living facility,711 Eddy St,,,https://sequoialiving.org/eastern-park-apartments/,https://www.google.com/maps/place/Eastern+Park+Apartments/data=!4m7!3m6!1s0x808580970f055507:0xc8249a99330d42c4!8m2!3d37.7829732!4d-122.4193976!16s%2Fm%2F04fjrk0!19sChIJB1UFD5eAhYARxEINM5maJMg?authuser=0&hl=en&rclk=1
St Andrews Comm Senior Housing,4.4,,Senior citizen center,2070 Sullivan Ave,,Open now,https://www.mercyhousing.org/california/st-andrew/,https://www.google.com/maps/place/St+Andrews+Comm+Senior+Housing/data=!4m7!3m6!1s0x808f7b8a48508427:0xacf17e8461bc3c87!8m2!3d37.6775709!4d-122.4735918!16s%2Fg%2F1tm88nxt!19sChIJJ4RQSIp7j4ARhzy8YYR-8aw?authuser=0&hl=en&rclk=1
On Lok 30th Street Senior Center,4.4,,Senior citizen center,225 30th St 3rd floor,,Open · Closes 5 PM,https://onlok.org/senior-center/,https://www.google.com/maps/place/On+Lok+30th+Street+Senior+Center/data=!4m7!3m6!1s0x808f7e6809808a89:0x4e442fc102f02796!8m2!3d37.7420837!4d-122.425194!16s%2Fg%2F11xb7hth7!19sChIJiYqACWh-j4ARlifwAsEvRE4?authuser=0&hl=en&rclk=1
Notre Dame Apartments,4.0,,Apartment building,1590 Broadway,,,https://www.chinatowncdc.org/our-portfolio/notre-dame-apartments,https://www.google.com/maps/place/Notre+Dame+Apartments/data=!4m7!3m6!1s0x808580e9952a4cf5:0xba5f284ced8b2ad2!8m2!3d37.7959592!4d-122.4226907!16s%2Fg%2F1xpwj_w5!19sChIJ9UwqlemAhYAR0iqL7UwoX7o?authuser=0&hl=en&rclk=1
Lake Park Senior Living,4.3,,Assisted living facility,1850 Alice St,,Open 24 hours,https://lakeparkseniorliving.com/?utm_source=GMB&utm_medium=organic,https://www.google.com/maps/place/Lake+Park+Senior+Living/data=!4m7!3m6!1s0x808f874ca4223b79:0xf96297da7e5f5226!8m2!3d37.805096!4d-122.2638379!16s%2Fg%2F1v6p4jbk!19sChIJeTsipEyHj4ARJlJfftqXYvk?authuser=0&hl=en&rclk=1
Dr. George W. Davis Senior Center,4.5,,Senior citizen center,1751 Carroll Ave,,Open · Closes 5 PM,http://bhpmss.org/,https://www.google.com/maps/place/Dr.+George+W.+Davis+Senior+Center/data=!4m7!3m6!1s0x808f7f194818464f:0xefb2620cd3a3b9f3!8m2!3d37.7257589!4d-122.3958084!16s%2Fg%2F11bwkkw8xd!19sChIJT0YYSBl_j4AR87mj0wxisu8?authuser=0&hl=en&rclk=1
