name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Copper Canyon Memory Care,4.6,,Assisted living facility,5901 N La Cholla Blvd,,Open 24 hours,http://www.coppercanyonmc.com/,https://www.google.com/maps/place/Copper+Canyon+Memory+Care/data=!4m7!3m6!1s0x86d6749031ef0d39:0xd6b2d27a0bf56a1f!8m2!3d32.3137119!4d-111.0126689!16s%2Fg%2F12cp84jx1!19sChIJOQ3vMZB01oYRH2r1C3rSstY?authuser=0&hl=en&rclk=1
The Hacienda at the Canyon,4.8,,Assisted living facility,3900 N Sabino Canyon Rd,,Open 24 hours,https://www.watermarkcommunities.com/our-communities/arizona/tucson/the-hacienda-at-the-canyon/?utm_source=gmb&utm_medium=organic&utm_campaign=general&utm_content=thc-primary-website-link/,https://www.google.com/maps/place/The+Hacienda+at+the+Canyon/data=!4m7!3m6!1s0x86d66f9b9048a56b:0xc36bc736b3c5011d!8m2!3d32.2778995!4d-110.835175!16s%2Fg%2F11h11kz2vs!19sChIJa6VIkJtv1oYRHQHFszbHa8M?authuser=0&hl=en&rclk=1
Villa De Hope,5.0,,Assisted living facility,920 W Ina Rd,,Open 24 hours,https://www.villadehopeaz.com/,https://www.google.com/maps/place/Villa+De+Hope/data=!4m7!3m6!1s0x86d6734530693bc5:0x209326c9ccfd385c!8m2!3d32.3377159!4d-110.9857643!16s%2Fg%2F1tpf7krw!19sChIJxTtpMEVz1oYRXDj9zMkmkyA?authuser=0&hl=en&rclk=1
BridgeWater Assisted Living & Memory Care - Tucson,3.7,,Assisted living facility,6505 N La Cholla Blvd,,Open 24 hours,https://www.bridgewatertucson.com/?google=,https://www.google.com/maps/place/BridgeWater+Assisted+Living+%26+Memory+Care+-+Tucson/data=!4m7!3m6!1s0x86d674bd7439ae39:0x825d869cd1868157!8m2!3d32.3251209!4d-111.0136712!16s%2Fg%2F1tf3pbk6!19sChIJOa45dL101oYRV4GG0ZyGXYI?authuser=0&hl=en&rclk=1
Vineyard Park Cottages Tucson,3.6,,Assisted living facility,619 W Chula Vista Rd,,Open · Closes 5 PM,https://vineyardparkliving.com/vineyard-park-cottages-tucson,https://www.google.com/maps/place/Vineyard+Park+Cottages+Tucson/data=!4m7!3m6!1s0x86d673c5cdedf9ab:0xf55c4df82acfc961!8m2!3d32.331699!4d-110.979038!16s%2Fg%2F11tsk8dz54!19sChIJq_ntzcVz1oYRYcnPKvhNXPU?authuser=0&hl=en&rclk=1
Adobe Adult Care Home Inc,4.8,,Assisted living facility,8028 N Firethorn Ave,,Open 24 hours,,https://www.google.com/maps/place/Adobe+Adult+Care+Home+Inc/data=!4m7!3m6!1s0x86d60ad982c1fc47:0x46adb4919941a4ae!8m2!3d32.352479!4d-111.051349!16s%2Fg%2F1td0yxt6!19sChIJR_zBgtkK1oYRrqRBmZG0rUY?authuser=0&hl=en&rclk=1
Catalina Springs Memory Care,4.5,,Assisted living facility,9685 N Oracle Rd,,Open 24 hours,https://frontiermgmt.com/communities/catalina-springs-memory-care/,https://www.google.com/maps/place/Catalina+Springs+Memory+Care/data=!4m7!3m6!1s0x14fb21e7def36c0b:0x313da62f6873339b!8m2!3d32.3839511!4d-110.9649722!16s%2Fg%2F11b6_rf7_s!19sChIJC2zz3uch-xQRmzNzaC-mPTE?authuser=0&hl=en&rclk=1
Avista Senior Living Tucson,4.2,,Assisted living facility,3701 N Swan Rd,,Open 24 hours,https://avistaseniorliving.com/tucson/?utm_source=gmb&utm_medium=organic&utm_content=gmb-website,https://www.google.com/maps/place/Avista+Senior+Living+Tucson/data=!4m7!3m6!1s0x86d66e05cdd69161:0xd5f40e4ee1f07ae0!8m2!3d32.2739349!4d-110.8933729!16s%2Fg%2F1tcys895!19sChIJYZHWzQVu1oYR4Hrw4U4O9NU?authuser=0&hl=en&rclk=1
Desert Home by Platinum Care Homes,5.0,,Assisted living facility,5940 East 5th Street,,Open · Closes 5 PM,http://www.platinumcarehomes.org/,https://www.google.com/maps/place/Desert+Home+by+Platinum+Care+Homes/data=!4m7!3m6!1s0x86d66fc8ec6cbf65:0xaca642e288234505!8m2!3d32.2281224!4d-110.8649287!16s%2Fg%2F11c7hdk30n!19sChIJZb9s7Mhv1oYRBUUjiOJCpqw?authuser=0&hl=en&rclk=1
Aspen Care Home,4.5,,Assisted living facility,1445 W Roller Coaster Rd,,Open 24 hours,https://aspencarehome.com/,https://www.google.com/maps/place/Aspen+Care+Home/data=!4m7!3m6!1s0x86d67380b94360c9:0xb71cae230021d4c5!8m2!3d32.3008319!4d-110.9972297!16s%2Fg%2F1vhkk_5g!19sChIJyWBDuYBz1oYRxdQhACOuHLc?authuser=0&hl=en&rclk=1
